spatial_dimension,total_dimension,num_sources,alpha_0,alpha_1,gamma,M,T,grid_sizes,time_window_size,variant,has_commits,agent_commit_count,commit_rate,first_commit_time,last_commit_time,final_psi,max_salience,source_emission_counts
4,4,1,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,5573,27.865,14.559999999999734,199.9899999999631,0.8967035929361978,0.8967035929361978,[20000]
4,4,1,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,34365,68.73,14.559999999999734,499.99999999969026,1.5871982828776041,1.5873001098632813,[50000]
4,4,1,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,5573,27.865,14.559999999999734,199.9899999999631,0.8967035929361978,0.8967035929361978,[20000]
4,4,1,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,34365,68.73,14.559999999999734,499.99999999969026,1.5871982828776041,1.5873001098632813,[50000]
4,4,2,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,13617,68.085,10.649999999999817,199.99999999996308,3.590354843139649,3.590354843139649,"[20000, 20000]"
4,4,2,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,43617,87.234,10.649999999999817,499.99999999969026,6.306661682128906,6.307605387369792,"[50000, 50000]"
4,4,2,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,13624,68.12,10.649999999999817,199.99999999996308,3.6358369445800784,3.6358369445800784,"[20000, 20000]"
4,4,2,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,43624,87.248,10.649999999999817,499.99999999969026,6.603832448323567,6.603832448323567,"[50000, 50000]"
4,4,4,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,16586,82.93,7.859999999999877,199.99999999996308,14.357634480794271,14.357634480794271,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,46586,93.172,7.859999999999877,499.99999999969026,25.325642089843747,25.329387003580727,"[50000, 50000, 50000, 50000]"
4,4,4,0.8,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,16586,82.93,7.859999999999877,199.99999999996308,14.381627909342447,14.381627909342447,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,46586,93.172,7.859999999999877,499.99999999969026,25.603677571614583,25.607774251302082,"[50000, 50000, 50000, 50000]"
4,4,1,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,3470,17.35,16.81999999999983,199.99999999996308,1.2427455647786458,0.6214047495524089,[20000]
4,4,1,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,30798,61.596,16.81999999999983,499.99999999969026,4.036505661010742,4.036505661010742,[50000]
4,4,1,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,3470,17.35,16.81999999999983,199.99999999996308,1.2427455647786458,0.6214047495524089,[20000]
4,4,1,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,30798,61.596,16.81999999999983,499.99999999969026,4.036505661010742,4.036505661010742,[50000]
4,4,2,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,10133,50.665,11.879999999999791,199.99999999996308,2.4864194997151694,2.4864194997151694,"[20000, 20000]"
4,4,2,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,40133,80.266,11.879999999999791,499.99999999969026,16.143470357259112,16.143470357259112,"[50000, 50000]"
4,4,2,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,10133,50.665,11.879999999999791,199.99999999996308,2.495167083740234,2.495167083740234,"[20000, 20000]"
4,4,2,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,40133,80.266,11.879999999999791,499.99999999969026,16.312591247558593,16.312591247558593,"[50000, 50000]"
4,4,4,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,14813,74.065,8.539999999999862,199.99999999996308,9.949509684244791,9.949509684244791,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,44813,89.626,8.539999999999862,499.99999999969026,64.59413411458334,64.59413411458334,"[50000, 50000, 50000, 50000]"
4,4,4,0.8,1.0,0.2,1,200,"(16, 16, 16, 16)",10,B_rendering,True,14814,74.07,8.539999999999862,199.99999999996308,9.950422058105469,9.950422058105469,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.2,1,500,"(16, 16, 16, 16)",10,B_rendering,True,44814,89.628,8.539999999999862,499.99999999969026,65.09426228841146,65.09426228841146,"[50000, 50000, 50000, 50000]"
4,4,1,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,1689,8.445,19.37000000000023,199.9699999999631,0.8406406339009602,0.28024216651916506,[20000]
4,4,1,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,21618,43.236,19.37000000000023,499.99999999969026,1.7968163299560547,1.7968163299560547,[50000]
4,4,1,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,1689,8.445,19.37000000000023,199.9699999999631,0.8406406339009602,0.28024216651916506,[20000]
4,4,1,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,21618,43.236,19.37000000000023,499.99999999969026,1.7968163299560547,1.7968163299560547,[50000]
4,4,2,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,5621,28.105,13.269999999999762,199.99999999996308,1.1217810694376626,1.1217810694376626,"[20000, 20000]"
4,4,2,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,35621,71.242,13.269999999999762,499.99999999969026,7.192688242594402,7.192688242594402,"[50000, 50000]"
4,4,2,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,5621,28.105,13.269999999999762,199.99999999996308,1.1219531758626302,1.1219531758626302,"[20000, 20000]"
4,4,2,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,35621,71.242,13.269999999999762,499.99999999969026,7.244537862141927,7.244537862141927,"[50000, 50000]"
4,4,4,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,12636,63.18,9.289999999999846,199.99999999996308,4.487313690185546,4.487313690185546,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,42636,85.272,9.289999999999846,499.99999999969026,28.813209838867188,28.813209838867188,"[50000, 50000, 50000, 50000]"
4,4,4,0.8,1.0,0.3,1,200,"(16, 16, 16, 16)",10,B_rendering,True,12636,63.18,9.289999999999846,199.99999999996308,4.487310129801432,4.487310129801432,"[20000, 20000, 20000, 20000]"
4,4,4,0.8,1.0,0.3,1,500,"(16, 16, 16, 16)",10,B_rendering,True,42636,85.272,9.289999999999846,499.99999999969026,28.930116984049477,28.930116984049477,"[50000, 50000, 50000, 50000]"
4,4,1,1.2,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,11225,56.125,12.109999999999786,199.99999999996308,2.0165719095865886,2.0165719095865886,[20000]
4,4,1,1.2,1.0,0.1,1,500,"(16, 16, 16, 16)",10,B_rendering,True,41225,82.45,12.109999999999786,499.99999999969026,3.6929972330729166,3.69333501180013,[50000]
4,4,1,1.2,1.0,0.1,1,200,"(16, 16, 16, 16)",10,B_rendering,True,11225,56.125,12.109999999999786,199.99999999996308,2.0165719095865886,2.0165719095865886,[20000]
