run_id,dimension,num_sources,geometry,phase_offset,alpha_0,gamma,M,T,has_commits,agent_commit_count,commit_rate,first_commit_time,final_psi,max_salience
23,5,1,symmetric,0,0.8,0.001,1,200.0,True,15835,79.175,12.329999999999782,253.05970594618051,253.05970594618051
24,5,1,symmetric,0,1.0,0.001,1,200.0,True,16277,81.385,11.279999999999804,395.3678927951388,395.3678927951388
25,5,1,symmetric,0,1.2,0.001,1,200.0,True,16604,83.02,10.479999999999821,567.7743055555554,567.7743055555554
26,5,1,symmetric,0,1.4,0.001,1,200.0,True,16857,84.285,9.849999999999834,772.1119791666665,772.1119791666665
27,5,1,symmetric,0,1.6,0.001,1,200.0,True,17061,85.305,9.339999999999845,1012.2388237847221,1012.2388237847221
28,5,1,symmetric,0,1.8,0.001,1,200.0,True,17229,86.145,8.909999999999854,1280.080403645833,1280.080403645833
29,5,1,symmetric,0,2.0,0.001,1,200.0,True,17373,86.865,8.539999999999862,1581.4715711805552,1581.4715711805552
30,5,1,symmetric,0,2.2,0.001,1,200.0,True,17495,87.475,8.21999999999987,1909.772786458333,1909.772786458333
31,5,1,symmetric,0,2.4,0.001,1,200.0,True,17602,88.01,7.939999999999875,2271.0972222222217,2271.0972222222217
32,5,1,symmetric,0,2.6,0.001,1,200.0,True,17697,88.485,7.6899999999998805,2668.9144965277774,2668.9144965277774
33,5,1,symmetric,0,0.6,0.005,1,200.0,True,15315,76.575,13.889999999999748,2198.131510416666,2198.131510416666
34,5,1,symmetric,0,0.8,0.005,1,200.0,True,15907,79.535,12.36999999999978,3908.9826388888882,3908.9826388888882
35,5,1,symmetric,0,1.0,0.005,1,200.0,True,16321,81.605,11.309999999999803,6080.773003472221,6080.773003472221
36,5,1,symmetric,0,1.2,0.005,1,200.0,True,16630,83.15,10.51999999999982,8792.526041666664,8792.526041666664
37,5,1,symmetric,0,1.4,0.005,1,200.0,True,16874,84.37,9.879999999999834,11903.83940972222,11903.83940972222
38,5,1,symmetric,0,1.6,0.005,1,200.0,True,17071,85.355,9.369999999999845,15635.930555555553,15635.930555555553
39,5,1,symmetric,0,1.8,0.005,1,200.0,True,17235,86.175,8.939999999999854,19757.590277777774,19757.590277777774
40,5,1,symmetric,0,2.0,0.005,1,200.0,True,17375,86.875,8.559999999999862,24323.092013888883,24323.092013888883
41,5,1,symmetric,0,2.2,0.005,1,200.0,True,17495,87.475,8.239999999999869,29552.381944444438,29552.381944444438
42,5,1,symmetric,0,2.4,0.005,1,200.0,True,17601,88.005,7.959999999999875,35170.10416666666,35170.10416666666
43,5,1,symmetric,0,2.6,0.005,1,200.0,True,17694,88.47,7.70999999999988,41056.934027777774,41056.934027777774
44,5,1,symmetric,0,0.6,0.001,1,500.0,True,45185,90.37,13.83999999999975,4918.717881944443,4918.717881944443
45,5,1,symmetric,0,0.8,0.001,1,500.0,True,45835,91.67,12.329999999999782,8713.734374999998,8713.734374999998
46,5,1,symmetric,0,1.0,0.001,1,500.0,True,46277,92.554,11.279999999999804,13746.928819444442,13746.928819444442
47,5,1,symmetric,0,1.2,0.001,1,500.0,True,46604,93.208,10.479999999999821,19674.871527777774,19674.871527777774
48,5,1,symmetric,0,1.4,0.001,1,500.0,True,46857,93.714,9.849999999999834,26689.725694444438,26689.725694444438
49,5,1,symmetric,0,1.6,0.001,1,500.0,True,47061,94.122,9.339999999999845,34854.93749999999,34854.93749999999
50,5,1,symmetric,0,1.8,0.001,1,500.0,True,47229,94.458,8.909999999999854,43739.68749999999,43739.68749999999
51,5,1,symmetric,0,2.0,0.001,1,500.0,True,47373,94.746,8.539999999999862,54987.71527777777,54987.71527777777
