d,Ms,geom,phi,gamma,T,n,alpha_min,alpha_max,rate_mean,rate_std,fct_mean,sal_max
2,2,symm,0,0.001,500,11,0.6,2.6,95.33381818181819,39.78961072897844,7.635504652827695,3.1569562268922735
2,2,symm,0,0.005,100,11,0.6,2.6,152.12636363636364,15.323677282380539,7.631209735146952,103.9942755402201
2,2,symm,0,0.005,200,11,0.6,2.6,181.8981818181818,7.66183864119027,7.631209735146952,1266.960263622942
2,2,symm,0,0.005,500,11,0.6,2.6,199.7592727272727,3.064735456476107,7.631209735146952,23596.387034717252
2,2,symm,1,0.001,100,11,0.6,2.6,115.32090909090908,44.03586639423493,7.635504652827695,3.1569562268922735
2,2,symm,1,0.001,200,11,0.6,2.6,105.79,40.95059724839187,7.635504652827695,3.1569562268922735
2,2,symm,1,0.001,500,11,0.6,2.6,95.33381818181819,39.78961072897844,7.635504652827695,3.1569562268922735
2,2,symm,1,0.005,100,11,0.6,2.6,152.12636363636364,15.323677282380539,7.631209735146952,103.9942755402201
2,2,symm,1,0.005,200,11,0.6,2.6,181.8981818181818,7.66183864119027,7.631209735146952,1266.960263622942
2,2,symm,1,0.005,500,11,0.6,2.6,199.7592727272727,3.064735456476107,7.631209735146952,23596.387034717252
2,2,clus,0,0.001,100,11,0.6,2.6,115.38272727272728,43.99914455780001,7.635504652827695,3.157479864405835
2,2,clus,0,0.001,200,11,0.6,2.6,105.78590909090909,40.93129877112268,7.635504652827695,3.157479864405835
2,2,clus,0,0.001,500,11,0.6,2.6,95.38636363636364,39.76294687085636,7.635504652827695,3.157479864405835
2,2,clus,0,0.005,100,11,0.6,2.6,152.12181818181818,15.33180538500396,7.631209735146952,103.83823735012528
2,2,clus,0,0.005,200,11,0.6,2.6,181.8959090909091,7.665902692501981,7.631209735146952,1261.9723081267896
2,2,clus,0,0.005,500,11,0.6,2.6,199.7583636363636,3.0663610770007916,7.631209735146952,26162.259238546885
2,2,clus,1,0.001,100,11,0.6,2.6,115.38272727272728,43.99914455780001,7.635504652827695,3.157479864405835
2,2,clus,1,0.001,200,11,0.6,2.6,105.78590909090909,40.93129877112268,7.635504652827695,3.157479864405835
2,2,clus,1,0.001,500,11,0.6,2.6,95.38636363636364,39.76294687085636,7.635504652827695,3.157479864405835
2,2,clus,1,0.005,100,11,0.6,2.6,152.12181818181818,15.33180538500396,7.631209735146952,103.83823735012528
2,2,clus,1,0.005,200,11,0.6,2.6,181.8959090909091,7.665902692501981,7.631209735146952,1261.9723081267896
2,2,clus,1,0.005,500,11,0.6,2.6,199.7583636363636,3.0663610770007916,7.631209735146952,26162.259238546885
2,4,symm,0,0.001,100,11,0.6,2.6,160.23,23.499265945982227,5.775375805297136,12.628578311644372
2,4,symm,0,0.001,200,11,0.6,2.6,147.0481818181818,21.889445090354307,5.775375805297136,12.628578311644372
2,4,symm,0,0.001,500,11,0.6,2.6,141.61545454545455,27.629600997349332,5.775375805297136,12.628578311644372
2,4,symm,0,0.005,100,11,0.6,2.6,169.87727272727273,10.671528560528797,5.775805297065211,415.9191742489487
2,4,symm,0,0.005,200,11,0.6,2.6,190.77363636363637,5.335764280264395,5.775805297065211,5063.370856075519
2,4,symm,0,0.005,500,11,0.6,2.6,203.30945454545454,2.134305712105765,5.775805297065211,102630.73979957051
2,4,symm,1,0.001,100,11,0.6,2.6,160.23,23.499265945982227,5.775375805297136,12.628578311644372
2,4,symm,1,0.001,200,11,0.6,2.6,147.0481818181818,21.889445090354307,5.775375805297136,12.628578311644372
2,4,symm,1,0.001,500,11,0.6,2.6,141.61545454545455,27.629600997349332,5.775375805297136,12.628578311644372
2,4,symm,1,0.005,100,11,0.6,2.6,169.87727272727273,10.671528560528797,5.775805297065211,415.9191742489487
2,4,symm,1,0.005,200,11,0.6,2.6,190.77363636363637,5.335764280264395,5.775805297065211,5063.370856075519
2,4,symm,1,0.005,500,11,0.6,2.6,203.30945454545454,2.134305712105765,5.775805297065211,102630.73979957051
2,4,clus,0,0.001,100,11,0.6,2.6,160.21636363636364,23.49979330663454,5.775375805297136,12.629588100512537
2,4,clus,0,0.001,200,11,0.6,2.6,147.0718181818182,21.892707378568698,5.775375805297136,12.629588100512537
2,4,clus,0,0.001,500,11,0.6,2.6,141.61599999999999,27.606205229984077,5.775375805297136,12.629588100512537
2,4,clus,0,0.005,100,11,0.6,2.6,169.87727272727273,10.674616705914167,5.775805297065211,415.88170346892895
2,4,clus,0,0.005,200,11,0.6,2.6,190.77363636363637,5.337308352957079,5.775805297065211,5046.280209824624
2,4,clus,0,0.005,500,11,0.6,2.6,203.30945454545454,2.1349233411828337,5.775805297065211,103225.49579455979
2,4,clus,1,0.001,100,11,0.6,2.6,160.21636363636364,23.49979330663454,5.775375805297136,12.629588100512537
2,4,clus,1,0.001,200,11,0.6,2.6,147.0718181818182,21.892707378568698,5.775375805297136,12.629588100512537
2,4,clus,1,0.001,500,11,0.6,2.6,141.61599999999999,27.606205229984077,5.775375805297136,12.629588100512537
2,4,clus,1,0.005,100,11,0.6,2.6,169.87727272727273,10.674616705914167,5.775805297065211,415.88170346892895
2,4,clus,1,0.005,200,11,0.6,2.6,190.77363636363637,5.337308352957079,5.775805297065211,5046.280209824624
2,4,clus,1,0.005,500,11,0.6,2.6,203.30945454545454,2.1349233411828337,5.775805297065211,103225.49579455979
3,1,symm,0,0.001,100,11,0.6,2.6,50.82545454545455,12.432210876297395,14.010909090908921,13.367200486203462
3,1,symm,0,0.001,200,11,0.6,2.6,75.41272727272727,6.216105438148698,14.010909090908921,202.26448032519346
3,1,symm,0,0.001,500,11,0.6,2.6,90.1650909090909,2.4864421752594774,14.010909090908921,6978.365774601064
3,1,symm,0,0.005,100,11,0.6,2.6,52.559090909090905,10.796659163412963,14.055454545454376,25.92565366055103
3,1,symm,0,0.005,200,11,0.6,2.6,76.27954545454544,5.398329581706482,14.055454545454376,3116.2871584864606
3,1,symm,0,0.005,500,11,0.6,2.6,90.51181818181817,2.1593318326825925,14.055454545454376,23530212.76595745
3,1,symm,1,0.001,100,11,0.6,2.6,50.82545454545455,12.432210876297395,14.010909090908921,13.367200486203462
3,1,symm,1,0.001,200,11,0.6,2.6,75.41272727272727,6.216105438148698,14.010909090908921,202.26448032519346
3,1,symm,1,0.001,500,11,0.6,2.6,90.1650909090909,2.4864421752594774,14.010909090908921,6978.365774601064
3,1,symm,1,0.005,100,11,0.6,2.6,52.559090909090905,10.796659163412963,14.055454545454376,25.92565366055103
3,1,symm,1,0.005,200,11,0.6,2.6,76.27954545454544,5.398329581706482,14.055454545454376,3116.2871584864606
3,1,symm,1,0.005,500,11,0.6,2.6,90.51181818181817,2.1593318326825925,14.055454545454376,23530212.76595745
3,1,clus,0,0.001,100,11,0.6,2.6,50.82545454545455,12.432210876297395,14.010909090908921,13.367200486203462
3,1,clus,0,0.001,200,11,0.6,2.6,75.41272727272727,6.216105438148698,14.010909090908921,202.26448032519346
3,1,clus,0,0.001,500,11,0.6,2.6,90.1650909090909,2.4864421752594774,14.010909090908921,6978.365774601064
3,1,clus,0,0.005,100,11,0.6,2.6,52.559090909090905,10.796659163412963,14.055454545454376,25.92565366055103
3,1,clus,0,0.005,200,11,0.6,2.6,76.27954545454544,5.398329581706482,14.055454545454376,3116.2871584864606
3,1,clus,0,0.005,500,11,0.6,2.6,90.51181818181817,2.1593318326825925,14.055454545454376,23530212.76595745
3,1,clus,1,0.001,100,11,0.6,2.6,50.82545454545455,12.432210876297395,14.010909090908921,13.367200486203462
3,1,clus,1,0.001,200,11,0.6,2.6,75.41272727272727,6.216105438148698,14.010909090908921,202.26448032519346
3,1,clus,1,0.001,500,11,0.6,2.6,90.1650909090909,2.4864421752594774,14.010909090908921,6978.365774601064
3,1,clus,1,0.005,100,11,0.6,2.6,52.559090909090905,10.796659163412963,14.055454545454376,25.92565366055103
3,1,clus,1,0.005,200,11,0.6,2.6,76.27954545454544,5.398329581706482,14.055454545454376,3116.2871584864606
3,1,clus,1,0.005,500,11,0.6,2.6,90.51181818181817,2.1593318326825925,14.055454545454376,23530212.76595745
3,2,symm,0,0.001,100,11,0.6,2.6,65.31636363636365,8.744376790517746,10.612727272727092,53.47713454226231
3,2,symm,0,0.001,200,11,0.6,2.6,82.65818181818182,4.372188395258873,10.612727272727092,809.3793161418039
3,2,symm,0,0.001,500,11,0.6,2.6,93.06327272727273,1.7488753581035477,10.612727272727092,27919.50256890716
3,2,symm,0,0.005,100,11,0.6,2.6,65.75363636363637,8.19841969251059,10.644545454545273,103.76903966317094
3,2,symm,0,0.005,200,11,0.6,2.6,82.87681818181818,4.099209846255296,10.644545454545273,12519.276746856869
3,2,symm,0,0.005,500,11,0.6,2.6,93.15072727272727,1.6396839385021178,10.644545454545273,23530212.76595745
3,2,symm,1,0.001,100,11,0.6,2.6,65.31636363636365,8.744376790517746,10.612727272727092,53.47713454226231
3,2,symm,1,0.001,200,11,0.6,2.6,82.65818181818182,4.372188395258873,10.612727272727092,809.3793161418039
3,2,symm,1,0.001,500,11,0.6,2.6,93.06327272727273,1.7488753581035477,10.612727272727092,27919.50256890716
3,2,symm,1,0.005,100,11,0.6,2.6,65.75363636363637,8.19841969251059,10.644545454545273,103.76903966317094
3,2,symm,1,0.005,200,11,0.6,2.6,82.87681818181818,4.099209846255296,10.644545454545273,12519.276746856869
3,2,symm,1,0.005,500,11,0.6,2.6,93.15072727272727,1.6396839385021178,10.644545454545273,23530212.76595745
3,2,clus,0,0.001,100,11,0.6,2.6,65.31636363636365,8.744376790517746,10.612727272727092,53.464379670311
3,2,clus,0,0.001,200,11,0.6,2.6,82.65818181818182,4.372188395258873,10.612727272727092,808.7479949301862
3,2,clus,0,0.001,500,11,0.6,2.6,93.06327272727273,1.7488753581035477,10.612727272727092,27833.529013539654
3,2,clus,0,0.005,100,11,0.6,2.6,65.75454545454546,8.198324662559251,10.644545454545273,103.58140271775268
3,2,clus,0,0.005,200,11,0.6,2.6,82.87727272727271,4.099162331279627,10.644545454545273,12472.463189071568
3,2,clus,0,0.005,500,11,0.6,2.6,93.15090909090908,1.6396649325118495,10.644545454545273,23530212.76595745
3,2,clus,1,0.001,100,11,0.6,2.6,65.31636363636365,8.744376790517746,10.612727272727092,53.464379670311
3,2,clus,1,0.001,200,11,0.6,2.6,82.65818181818182,4.372188395258873,10.612727272727092,808.7479949301862
3,2,clus,1,0.001,500,11,0.6,2.6,93.06327272727273,1.7488753581035477,10.612727272727092,27833.529013539654
3,2,clus,1,0.005,100,11,0.6,2.6,65.75454545454546,8.198324662559251,10.644545454545273,103.58140271775268
3,2,clus,1,0.005,200,11,0.6,2.6,82.87727272727271,4.099162331279627,10.644545454545273,12472.463189071568
3,2,clus,1,0.005,500,11,0.6,2.6,93.15090909090908,1.6396649325118495,10.644545454545273,23530212.76595745
3,4,symm,0,0.001,100,11,0.6,2.6,75.5190909090909,6.1592977757946645,8.040909090908965,213.89717807437745
3,4,symm,0,0.001,200,11,0.6,2.6,87.75954545454546,3.0796488878973314,8.040909090908965,3240.7967881104937
3,4,symm,0,0.001,500,11,0.6,2.6,95.10381818181817,1.2318595551589335,8.040909090908965,110836.02103481628
3,4,symm,0,0.005,100,11,0.6,2.6,75.55909090909091,6.014120807807995,8.059999999999873,414.60716828986347
3,4,symm,0,0.005,200,11,0.6,2.6,87.77954545454546,3.0070604039039974,8.059999999999873,50056.87669245649
3,4,symm,0,0.005,500,11,0.6,2.6,95.11181818181818,1.2028241615616013,8.059999999999873,23530212.76595745
3,4,symm,1,0.001,100,11,0.6,2.6,75.5190909090909,6.1592977757946645,8.040909090908965,213.89717807437745
3,4,symm,1,0.001,200,11,0.6,2.6,87.75954545454546,3.0796488878973314,8.040909090908965,3240.7967881104937
3,4,symm,1,0.001,500,11,0.6,2.6,95.10381818181817,1.2318595551589335,8.040909090908965,110836.02103481628
3,4,symm,1,0.005,100,11,0.6,2.6,75.55909090909091,6.014120807807995,8.059999999999873,414.60716828986347
3,4,symm,1,0.005,200,11,0.6,2.6,87.77954545454546,3.0070604039039974,8.059999999999873,50056.87669245649
3,4,symm,1,0.005,500,11,0.6,2.6,95.11181818181818,1.2028241615616013,8.059999999999873,23530212.76595745
3,4,clus,0,0.001,100,11,0.6,2.6,75.51818181818182,6.160556497885265,8.040909090908965,213.92135082960596
3,4,clus,0,0.001,200,11,0.6,2.6,87.75909090909092,3.0802782489426335,8.040909090908965,3237.5224666042077
3,4,clus,0,0.001,500,11,0.6,2.6,95.10363636363635,1.2321112995770531,8.040909090908965,111269.07470986462
3,4,clus,0,0.005,100,11,0.6,2.6,75.55909090909091,6.014335299175554,8.059999999999873,414.7973221976245
3,4,clus,0,0.005,200,11,0.6,2.6,87.77954545454546,3.0071676495877764,8.059999999999873,50038.634429400394
3,4,clus,0,0.005,500,11,0.6,2.6,95.11181818181818,1.2028670598351126,8.059999999999873,23530212.76595745
3,4,clus,1,0.001,100,11,0.6,2.6,75.51818181818182,6.160556497885265,8.040909090908965,213.92135082960596
3,4,clus,1,0.001,200,11,0.6,2.6,87.75909090909092,3.0802782489426335,8.040909090908965,3237.5224666042077
3,4,clus,1,0.001,500,11,0.6,2.6,95.10363636363635,1.2321112995770531,8.040909090908965,111269.07470986462
3,4,clus,1,0.005,100,11,0.6,2.6,75.55909090909091,6.014335299175554,8.059999999999873,414.7973221976245
3,4,clus,1,0.005,200,11,0.6,2.6,87.77954545454546,3.0071676495877764,8.059999999999873,50038.634429400394
3,4,clus,1,0.005,500,11,0.6,2.6,95.11181818181818,1.2028670598351126,8.059999999999873,23530212.76595745
4,1,symm,0,0.001,100,11,0.6,2.6,67.66454545454546,8.148525466164248,10.034545454545283,70.68581949869791
4,1,symm,0,0.001,200,11,0.6,2.6,83.83227272727272,4.074262733082121,10.034545454545283,1069.9162064985794
4,1,symm,0,0.001,500,11,0.6,2.6,93.5329090909091,1.6297050932328516,10.034545454545283,36766.23143939394
4,1,symm,0,0.005,100,11,0.6,2.6,67.97727272727273,7.717868994624219,10.065454545454376,136.99841123638728
4,1,symm,0,0.005,200,11,0.6,2.6,83.98863636363637,3.858934497312108,10.065454545454376,16510.840968276512
4,1,symm,0,0.005,500,11,0.6,2.6,93.59545454545454,1.543573798924843,10.065454545454376,43690666.66666665
4,1,symm,1,0.001,100,11,0.6,2.6,67.66454545454546,8.148525466164248,10.034545454545283,70.68581949869791
4,1,symm,1,0.001,200,11,0.6,2.6,83.83227272727272,4.074262733082121,10.034545454545283,1069.9162064985794
4,1,symm,1,0.001,500,11,0.6,2.6,93.5329090909091,1.6297050932328516,10.034545454545283,36766.23143939394
4,1,symm,1,0.005,100,11,0.6,2.6,67.97727272727273,7.717868994624219,10.065454545454376,136.99841123638728
4,1,symm,1,0.005,200,11,0.6,2.6,83.98863636363637,3.858934497312108,10.065454545454376,16510.840968276512
4,1,symm,1,0.005,500,11,0.6,2.6,93.59545454545454,1.543573798924843,10.065454545454376,43690666.66666665
4,1,clus,0,0.001,100,11,0.6,2.6,67.66454545454546,8.148525466164248,10.034545454545283,70.68581949869791
4,1,clus,0,0.001,200,11,0.6,2.6,83.83227272727272,4.074262733082121,10.034545454545283,1069.9162064985794
4,1,clus,0,0.001,500,11,0.6,2.6,93.5329090909091,1.6297050932328516,10.034545454545283,36766.23143939394
4,1,clus,0,0.005,100,11,0.6,2.6,67.97727272727273,7.717868994624219,10.065454545454376,136.99841123638728
4,1,clus,0,0.005,200,11,0.6,2.6,83.98863636363637,3.858934497312108,10.065454545454376,16510.840968276512
4,1,clus,0,0.005,500,11,0.6,2.6,93.59545454545454,1.543573798924843,10.065454545454376,43690666.66666665
4,1,clus,1,0.001,100,11,0.6,2.6,67.66454545454546,8.148525466164248,10.034545454545283,70.68581949869791
4,1,clus,1,0.001,200,10,0.8,2.6,84.67699999999999,3.118121051031996,9.628999999999838,1163.881005859375
4,1,clus,1,0.001,500,11,0.6,2.6,93.5329090909091,1.6297050932328516,10.034545454545283,36766.23143939394
4,1,clus,1,0.005,100,11,0.6,2.6,67.97727272727273,7.717868994624219,10.065454545454376,136.99841123638728
