run_id,num_sources,geometry,phase_offset,T,gamma,alpha_0,dimension,final_psi,max_salience,first_commit_time,agent_commit_count,commit_rate
5,1,symmetric,0,500,0.00475,1.8,4,43690666.666666664,43690666.666666664,9.08999999999985,47178,94.356
6,1,symmetric,0,500,0.005,0.8,4,43690666.666666664,43690666.666666664,12.599999999999776,45821,91.642
7,1,symmetric,0,500,0.005,1.8,4,43690666.666666664,43690666.666666664,9.09999999999985,47174,94.348
10,1,symmetric,0,1000,0.0045,0.8,4,43690666.666666664,43690666.666666664,12.589999999999776,95836,95.836
13,1,symmetric,0,1000,0.00475,1.8,4,43690666.666666664,43690666.666666664,9.08999999999985,97178,97.178
14,1,symmetric,0,1000,0.005,0.8,4,43690666.666666664,43690666.666666664,12.599999999999776,95821,95.821
15,1,symmetric,0,1000,0.005,1.8,4,43690666.666666664,43690666.666666664,9.09999999999985,97174,97.174
16,2,symmetric,0,500,0.004,0.8,4,3.1985102335611977,22.998453776041668,9.54999999999984,46858,93.716
17,2,symmetric,0,500,0.004,1.8,4,79.396923828125,116.97550455729167,6.8899999999998975,47955,95.91
18,2,symmetric,0,500,0.0045,0.8,4,43690666.666666664,43690666.666666664,9.529999999999841,47014,94.028
19,2,symmetric,0,500,0.0045,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,47998,95.996
20,2,symmetric,0,500,0.00475,0.8,4,43690666.666666664,43690666.666666664,9.529999999999841,47011,94.022
21,2,symmetric,0,500,0.00475,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,47997,95.994
22,2,symmetric,0,500,0.005,0.8,4,43690666.666666664,43690666.666666664,9.539999999999841,47007,94.014
23,2,symmetric,0,500,0.005,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,47995,95.99
25,2,symmetric,0,1000,0.004,1.8,4,79.67688802083333,116.97550455729167,6.8899999999998975,97955,97.955
26,2,symmetric,0,1000,0.0045,0.8,4,43690666.666666664,43690666.666666664,9.529999999999841,97014,97.014
29,2,symmetric,0,1000,0.00475,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,97997,97.997
31,2,symmetric,0,1000,0.005,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,97995,97.995
32,4,symmetric,0,500,0.004,0.8,4,12.68431905110677,92.66583658854167,7.22999999999989,47825,95.65
33,4,symmetric,0,500,0.004,1.8,4,61.993733723958336,467.89687499999997,5.219999999999933,48569,97.138
34,4,symmetric,0,500,0.0045,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,47877,95.754
35,4,symmetric,0,500,0.0045,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,48583,97.166
36,4,symmetric,0,500,0.00475,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,47876,95.752
37,4,symmetric,0,500,0.00475,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,48582,97.164
38,4,symmetric,0,500,0.005,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,47873,95.746
39,4,symmetric,0,500,0.005,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,48582,97.164
40,4,symmetric,0,1000,0.004,0.8,4,23.44141438802083,92.66583658854167,7.22999999999989,97825,97.825
41,4,symmetric,0,1000,0.004,1.8,4,115.91149088541667,467.89687499999997,5.219999999999933,98569,98.569
42,4,symmetric,0,1000,0.0045,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,97877,97.877
43,4,symmetric,0,1000,0.0045,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,98583,98.583
44,4,symmetric,0,1000,0.00475,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,97876,97.876
45,4,symmetric,0,1000,0.00475,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,98582,98.582
46,4,symmetric,0,1000,0.005,0.8,4,43690666.666666664,43690666.666666664,7.2199999999998905,97873,97.873
47,4,symmetric,0,1000,0.005,1.8,4,43690666.666666664,43690666.666666664,5.209999999999933,98582,98.582
