tick,peak,mass
132,0.0024068757455696856,1.0000000000000004
133,0.0023888129518864717,1.0
134,0.0023710192486737125,1.0
135,0.0023534886672355103,1.0000000000000002
136,0.002336215414102033,1.0
137,0.0023191938646460993,1.0
138,0.0023024185569768,0.9999999999999999
139,0.002285884186096221,1.0
140,0.002269585598306153,1.0
141,0.0022535177858523793,0.9999999999999999
142,0.002237675881794865,1.0
143,0.0022220551550928055,1.0
144,0.0022066510058941003,1.0
145,0.002191458961019417,1.0000000000000004
146,0.0021764746696315107,0.9999999999999999
147,0.0021616938990810155,1.0
148,0.0021471125309203503,0.9999999999999999
149,0.002132726557077878,0.9999999999999998
150,0.002118532076184837,1.0
151,0.002104525290047979,1.0
152,0.0020907025002612147,0.9999999999999998
153,0.002077060104949921,1.0
154,0.0020635945956418776,1.0
155,0.0020503025542591437,1.0000000000000002
156,0.002037180650225433,1.0
157,0.0020242256376838703,1.0000000000000002
158,0.0020114343528202187,1.0
159,0.0019988037112869755,0.9999999999999998
160,0.001986330705723901,1.0000000000000002
161,0.0019740124033708023,0.9999999999999998
162,0.0019618459437686117,1.0
163,0.001949828536544937,1.0000000000000002
164,0.0019379574592805202,1.0
165,0.0019262300554531546,1.0000000000000002
166,0.0019146437324558013,1.0
167,0.001903195959685815,1.0
168,0.0018918842667023001,1.0
169,0.0018807062414487917,0.9999999999999999
170,0.0018696595285385789,0.9999999999999999
171,0.001858741827600089,0.9999999999999998
172,0.0018479508916799262,0.9999999999999998
173,0.0018372845257011994,1.0
174,0.0018267405849749444,1.0
175,0.001816316973762505,1.0
176,0.0018060116438868568,1.0
177,0.0017958225933909376,1.0
178,0.0017857478652411375,1.0
179,0.001775785546074189,1.0
180,0.0017659337649857693,1.0
181,0.0017561906923592014,0.9999999999999998
182,0.00174655453873272,0.9999999999999999
183,0.001737023553703824,1.0
184,0.0017275960248693061,1.0
185,0.0017182702767996186,0.9999999999999998
186,0.001709044670046278,1.0
187,0.0016999176001810704,1.0
188,0.001690887496865887,1.0
189,0.0016819528229520488,0.9999999999999998
190,0.0016731120736080314,1.0
191,0.00166436377547456,1.0
192,0.001655706485846075,0.9999999999999999
193,0.0016471387918776087,1.0
194,0.0016386593098161593,1.0
195,0.0016302666842556892,0.9999999999999998
196,0.0016219595874149,1.0
197,0.0016137367184369722,1.0
198,0.0016055968027105046,1.0
199,0.001597538591210898,1.0
200,0.0015895608598614785,1.0
