run_id,num_sources,geometry,phase_offset,T,gamma,alpha_0,dimension,final_psi,max_salience,first_commit_time,agent_commit_count,commit_rate
0,2,symmetric,0,100.0,0.001,0.8,4,3853.6351307421733,3853.6351307421733,4.139999999999956,8937,89.37
1,2,symmetric,0,100.0,0.001,1.2,4,8671.062315539995,8671.062315539995,3.519999999999969,9133,91.33
2,2,symmetric,0,100.0,0.001,1.8,4,19526.85814346223,19526.85814346223,2.9899999999999802,9293,92.93
3,2,symmetric,0,100.0,0.001,2.4,4,34684.24926215998,34684.24926215998,2.6599999999999873,9387,93.87
4,2,symmetric,0,100.0,0.003,0.8,4,1218.8060892645651,1218.8060892645651,4.149999999999956,8930,89.3
5,2,symmetric,0,100.0,0.003,1.2,4,2742.5989617448763,2742.5989617448763,3.519999999999969,9128,91.28
6,2,symmetric,0,100.0,0.003,1.8,4,6172.549957639588,6172.549957639588,2.9899999999999802,9290,92.9
7,2,symmetric,0,100.0,0.003,2.4,4,10970.395846979505,10970.395846979505,2.6599999999999873,9385,93.85
8,2,symmetric,0,100.0,0.005,0.8,4,7493.987449541212,7493.987449541212,4.149999999999956,8933,89.33
9,2,symmetric,0,100.0,0.005,1.2,4,16834.391177161713,16834.391177161713,3.519999999999969,9129,91.29
10,2,symmetric,0,100.0,0.005,1.8,4,37797.98747019076,37797.98747019076,2.9899999999999802,9290,92.9
11,2,symmetric,0,100.0,0.005,2.4,4,67337.56470864685,67337.56470864685,2.6599999999999873,9386,93.86
12,2,symmetric,0,200.0,0.001,0.8,4,58336.465524383384,58336.465524383384,4.139999999999956,18937,94.685
13,2,symmetric,0,200.0,0.001,1.2,4,131069.84962383161,131069.84962383161,3.519999999999969,19133,95.665
14,2,symmetric,0,200.0,0.001,1.8,4,295631.8845883983,295631.8845883983,2.9899999999999802,19293,96.465
15,2,symmetric,0,200.0,0.001,2.4,4,524279.39849532646,524279.39849532646,2.6599999999999873,19387,96.935
16,2,symmetric,0,200.0,0.003,0.8,4,373.42067569434465,1541.4823685210092,4.149999999999956,18930,94.65
17,2,symmetric,0,200.0,0.003,1.2,4,964.0306746258912,3479.767002324555,3.519999999999969,19128,95.64
18,2,symmetric,0,200.0,0.003,1.8,4,1499.8924757898735,7806.385565899993,2.9899999999999802,19290,96.45
19,2,symmetric,0,200.0,0.003,2.4,4,3856.1226985035646,13919.06800929822,2.6599999999999873,19385,96.925
20,2,symmetric,0,200.0,0.005,0.8,4,903796.5564952426,903796.5564952426,4.149999999999956,18933,94.665
21,2,symmetric,0,200.0,0.005,1.2,4,2027955.6505345423,2027955.6505345423,3.519999999999969,19129,95.645
22,2,symmetric,0,200.0,0.005,1.8,4,4578999.882559192,4578999.882559192,2.9899999999999802,19290,96.45
23,2,symmetric,0,200.0,0.005,2.4,4,8111822.602138169,8111822.602138169,2.6599999999999873,19386,96.93
24,2,symmetric,0,500.0,0.001,0.8,4,2015938.29713145,2015938.29713145,4.139999999999956,48937,97.874
25,2,symmetric,0,500.0,0.001,1.2,4,4522691.039105188,4522691.039105188,3.519999999999969,49133,98.266
26,2,symmetric,0,500.0,0.001,1.8,4,10159980.123491837,10159980.123491837,2.9899999999999802,49293,98.586
27,2,symmetric,0,500.0,0.001,2.4,4,18090764.156420752,18090764.156420752,2.6599999999999873,49387,98.774
28,2,symmetric,0,500.0,0.003,0.8,4,140.43464251624155,1541.4823685210092,4.149999999999956,48930,97.86
29,2,symmetric,0,500.0,0.003,1.2,4,342.06822562704264,3479.767002324555,3.519999999999969,49128,98.256
30,2,symmetric,0,500.0,0.003,1.8,4,687.7992049637977,7806.385565899993,2.9899999999999802,49290,98.58
31,2,symmetric,0,500.0,0.003,2.4,4,1368.2729025081705,13919.06800929822,2.6599999999999873,49385,98.77
32,2,symmetric,0,500.0,0.005,0.8,4,64150029.909958415,64150029.909958415,4.149999999999956,48933,97.866
33,2,symmetric,0,500.0,0.005,1.2,4,64150029.909958415,64150029.909958415,3.519999999999969,49129,98.258
34,2,symmetric,0,500.0,0.005,1.8,4,64150029.909958415,64150029.909958415,2.9899999999999802,49290,98.58
35,2,symmetric,0,500.0,0.005,2.4,4,64150029.909958415,64150029.909958415,2.6599999999999873,49386,98.772
38,2,symmetric,0,1000.0,0.001,1.8,4,64150029.909958415,64150029.909958415,2.9899999999999802,99293,99.293
39,2,symmetric,0,1000.0,0.001,2.4,4,64150029.909958415,64150029.909958415,2.6599999999999873,99387,99.387
40,2,symmetric,0,1000.0,0.003,0.8,4,291.43133060645204,1541.4823685210092,4.149999999999956,98930,98.93
41,2,symmetric,0,1000.0,0.003,1.2,4,652.561355477506,3479.767002324555,3.519999999999969,99128,99.128
42,2,symmetric,0,1000.0,0.003,1.8,4,1464.530648853199,7806.385565899993,2.9899999999999802,99290,99.29
