run_id,num_sources,geometry,phase_offset,T,gamma,alpha_0,dimension,final_psi,max_salience,first_commit_time,agent_commit_count,commit_rate
43,2,symmetric,0,1000.0,0.003,2.4,4,2610.245421910024,13919.06800929822,2.6599999999999873,99385,99.385
44,2,symmetric,0,1000.0,0.005,0.8,4,64150029.909958415,64150029.909958415,4.149999999999956,98933,98.933
45,2,symmetric,0,1000.0,0.005,1.2,4,64150029.909958415,64150029.909958415,3.519999999999969,99129,99.129
51,2,symmetric,0,2000.0,0.001,2.4,4,64150029.909958415,64150029.909958415,2.6599999999999873,199387,99.6935
52,2,symmetric,0,2000.0,0.003,0.8,4,485.37541439227715,1541.4823685210092,4.149999999999956,198930,99.465
53,2,symmetric,0,2000.0,0.003,1.2,4,1060.8118325919133,3479.767002324555,3.519999999999969,199128,99.564
54,2,symmetric,0,2000.0,0.003,1.8,4,2412.4320388592,7806.385565899993,2.9899999999999802,199290,99.645
55,2,symmetric,0,2000.0,0.003,2.4,4,4243.247330367653,13919.06800929822,2.6599999999999873,199385,99.6925
56,2,symmetric,0,2000.0,0.005,0.8,4,64150029.909958415,64150029.909958415,4.149999999999956,198933,99.4665
57,2,symmetric,0,2000.0,0.005,1.2,4,64150029.909958415,64150029.909958415,3.519999999999969,199129,99.5645
58,2,symmetric,0,2000.0,0.005,1.8,4,64150029.909958415,64150029.909958415,2.9899999999999802,199290,99.645
59,2,symmetric,0,2000.0,0.005,2.4,4,64150029.909958415,64150029.909958415,2.6599999999999873,199386,99.693
