run_id,num_sources,geometry,phase_offset,T,gamma,alpha_0,dimension,final_psi,max_salience,first_commit_time,agent_commit_count,commit_rate
0,2,symmetric,0,100.0,0.001,0.8,4,61.16016845703125,61.16016845703125,9.509999999999842,6994,69.94
1,2,symmetric,0,100.0,0.001,1.2,4,137.67693684895832,137.67693684895832,8.079999999999872,7549,75.49
2,2,symmetric,0,100.0,0.001,1.8,4,309.4749348958333,309.4749348958333,6.869999999999898,8000,80.0
3,2,symmetric,0,100.0,0.001,2.4,4,550.7077473958333,550.7077473958333,6.119999999999914,8269,82.69
4,2,symmetric,0,100.0,0.003,0.8,4,19.334615071614582,19.334615071614582,9.539999999999841,6876,68.76
5,2,symmetric,0,100.0,0.003,1.2,4,43.468526204427086,43.468526204427086,8.109999999999872,7482,74.82
6,2,symmetric,0,100.0,0.003,1.8,4,97.88997395833333,97.88997395833333,6.8899999999998975,7962,79.62
7,2,symmetric,0,100.0,0.003,2.4,4,173.87410481770834,173.87410481770834,6.129999999999914,8243,82.43
8,2,symmetric,0,100.0,0.005,0.8,4,118.463916015625,118.463916015625,9.539999999999841,7007,70.07
9,2,symmetric,0,100.0,0.005,1.2,4,266.0895182291667,266.0895182291667,8.109999999999872,7548,75.48
10,2,symmetric,0,100.0,0.005,1.8,4,600.2158854166667,600.2158854166667,6.8899999999998975,7995,79.95
11,2,symmetric,0,100.0,0.005,2.4,4,1064.3580729166667,1064.3580729166667,6.1399999999999135,8262,82.62
12,2,symmetric,0,200.0,0.001,0.8,4,926.4102864583333,926.4102864583333,9.509999999999842,16994,84.97
13,2,symmetric,0,200.0,0.001,1.2,4,2084.79140625,2084.79140625,8.079999999999872,17549,87.745
14,2,symmetric,0,200.0,0.001,1.8,4,4678.522916666667,4678.522916666667,6.869999999999898,18000,90.0
15,2,symmetric,0,200.0,0.001,2.4,4,8339.165625,8339.165625,6.119999999999914,18269,91.345
16,2,symmetric,0,200.0,0.003,0.8,4,5.119385274251302,24.481182861328126,9.539999999999841,16876,84.38
17,2,symmetric,0,200.0,0.003,1.2,4,12.894340006510417,54.93196207682291,8.109999999999872,17482,87.41
18,2,symmetric,0,200.0,0.003,1.8,4,28.2933349609375,123.98512369791666,6.8899999999998975,17962,89.81
19,2,symmetric,0,200.0,0.003,2.4,4,51.57736002604167,219.72784830729165,6.129999999999914,18243,91.215
20,2,symmetric,0,200.0,0.005,0.8,4,14165.639583333334,14165.639583333334,9.539999999999841,17007,85.035
21,2,symmetric,0,200.0,0.005,1.2,4,31875.6125,31875.6125,8.109999999999872,17548,87.74
22,2,symmetric,0,200.0,0.005,1.8,4,72070.88333333333,72070.88333333333,6.8899999999998975,17995,89.975
23,2,symmetric,0,200.0,0.005,2.4,4,127502.45,127502.45,6.1399999999999135,18262,91.31
24,2,symmetric,0,500.0,0.001,0.8,4,31935.1625,31935.1625,9.509999999999842,46994,93.988
25,2,symmetric,0,500.0,0.001,1.2,4,70363.53333333333,70363.53333333333,8.079999999999872,47549,95.098
26,2,symmetric,0,500.0,0.001,1.8,4,160273.3,160273.3,6.869999999999898,48000,96.0
27,2,symmetric,0,500.0,0.001,2.4,4,281454.1333333333,281454.1333333333,6.119999999999914,48269,96.538
28,2,symmetric,0,500.0,0.003,0.8,4,2.134929402669271,24.481182861328126,9.539999999999841,45326,90.652
29,2,symmetric,0,500.0,0.003,1.2,4,5.209150187174479,54.93196207682291,8.109999999999872,47482,94.964
30,2,symmetric,0,500.0,0.003,1.8,4,10.881495157877604,123.98512369791666,6.8899999999998975,47962,95.924
31,2,symmetric,0,500.0,0.003,2.4,4,20.836600748697915,219.72784830729165,6.129999999999914,48243,96.486
32,2,symmetric,0,500.0,0.005,0.8,4,43690666.666666664,43690666.666666664,9.539999999999841,47007,94.014
33,2,symmetric,0,500.0,0.005,1.2,4,43690666.666666664,43690666.666666664,8.109999999999872,47548,95.096
34,2,symmetric,0,500.0,0.005,1.8,4,43690666.666666664,43690666.666666664,6.8899999999998975,47995,95.99
