tick,r_mean,r_rms,r_std,KE,PE,E_total,L,collisions_total,collisions_tick,fragment_ke_mean,fragment_ke_std
100600,226.82635366917785,852.8143064298772,822.0961297394713,0.0003508397607940358,-0.0007567109757876945,-0.0004058712149936587,-0.32752734851311305,4488312,,3.5083976079403582e-06,7.333393264396787e-06
100800,231.77906644499967,863.32281272656,831.627767292545,0.0003886509279992878,-0.0007658453711929613,-0.00037719444319367346,-0.295440977219273,4490930,,3.886509279992878e-06,7.597696943559659e-06
101000,236.7444240104821,873.7689238543719,841.0851383739772,0.00038159273528594876,-0.0007369303786834396,-0.0003553376433974909,-0.28532700423410273,4493808,,3.815927352859488e-06,7.526904853119588e-06
101200,241.67207662406796,884.1717774331622,850.5024041056721,0.0003741895063292195,-0.0007275345518324089,-0.0003533450455031894,-0.21363334422844785,4495986,,3.741895063292195e-06,7.695007029604148e-06
101400,246.6009586628874,894.472087443602,859.8071193019165,0.0003866665704069113,-0.0007323842948422479,-0.00034571772443533664,-0.08987570507873881,4498328,,3.866665704069113e-06,8.068420185715057e-06
101600,251.7612089088265,904.7437272731231,869.0094969152119,0.0003818116191574394,-0.0007074847744703122,-0.00032567315531287276,-0.09391693387945124,4500552,,3.818116191574394e-06,8.178031099259807e-06
101800,256.7948627946096,915.1879157429273,878.4220623163907,0.0003949828969637977,-0.0007063642426965252,-0.0003113813457327275,0.07993573463293019,4502894,,3.949828969637978e-06,8.147510168585147e-06
102000,262.13145562668456,925.6857128500284,887.7956628333462,0.00039583864568502197,-0.0006858925665922913,-0.00029005392090726936,0.11200548253504494,4505130,,3.9583864568502196e-06,8.052903545094282e-06
102200,267.63181654871966,936.2706509151321,897.2045154455463,0.000403568011411672,-0.0006847817978420676,-0.00028121378643039557,0.0609835421352789,4507090,,4.035680114116719e-06,8.131591018773434e-06
102400,273.1761870644791,946.6880391953479,906.4176820740232,0.00039138796302061923,-0.0006918962031296998,-0.00030050824010908057,-0.00353859044947377,4509228,,3.913879630206192e-06,7.887044156674318e-06
102600,278.63032724549083,957.125687648453,915.6717330438864,0.000399169549846243,-0.0006922203000556923,-0.0002930507502094493,0.11171126075286124,4511024,,3.991695498462431e-06,7.992202594991819e-06
102800,284.1524888730114,968.0267024223796,925.3826558078661,0.000415811996674765,-0.0006811323492712224,-0.0002653203525964574,0.08774750851805337,4512996,,4.1581199667476496e-06,8.823673041063154e-06
103000,289.96377456874035,979.0542724040178,935.1300860043,0.00041899741511049416,-0.0006803900379480867,-0.0002613926228375926,0.10611954367626912,4514730,,4.189974151104942e-06,8.258978272490721e-06
103200,295.91424554496473,989.9779102025037,944.7174296965578,0.000406391303888116,-0.0006687897609768841,-0.0002623984570887681,-0.10431498825011531,4516656,,4.06391303888116e-06,7.9362671884166e-06
103400,301.7237296504502,1000.6880399185508,954.1170495289626,0.0003922753343534891,-0.0006826447985043421,-0.000290369464150853,0.15262547382225602,4518420,,3.922753343534891e-06,7.600064791204798e-06
103600,307.5364276963397,1011.3655584937126,963.473735265821,0.00040142603123922386,-0.0006702388347482381,-0.0002688128035090142,-0.07456308713347452,4519890,,4.014260312392239e-06,7.416072014081206e-06
103800,313.52165784017984,1021.9291881316273,972.6476420680368,0.0003969050660080783,-0.0006469919408418702,-0.0002500868748337919,-0.0805772729860031,4521456,,3.969050660080783e-06,7.534090585062856e-06
104000,319.67857089553314,1032.7094008267236,981.9848867808913,0.00040345935395850915,-0.0006470482988361376,-0.00024358894487762844,-0.10790073874408174,4523192,,4.034593539585091e-06,7.864800231850129e-06
104200,326.10029733160144,1043.6839299963965,991.4306540615759,0.00042969759541089587,-0.0006474993950091716,-0.00021780179959827572,0.010760191665316074,4525122,,4.296975954108958e-06,7.957036404702876e-06
104400,332.67361627632073,1054.588293181434,1000.7420912247895,0.00044077281237447127,-0.0006559908828076764,-0.00021521807043320515,-0.05157377675458484,4526692,,4.407728123744712e-06,8.42797586797773e-06
104600,339.4003880587802,1065.74400598664,1010.2562362499926,0.00043392531554291123,-0.0006425967836237083,-0.00020867146808079706,-0.2038231907344974,4528204,,4.3392531554291125e-06,8.289242061266706e-06
104800,345.91649364674066,1076.9379844367159,1019.8711691903837,0.00045506386487648815,-0.0006353230982005946,-0.00018025923332410645,-0.28757265822099265,4529758,,4.5506386487648815e-06,8.29044709300877e-06
105000,352.60081537470944,1088.2666635465334,1029.5615552184306,0.0004642352818730095,-0.0006358690797348983,-0.00017163379786188884,-0.40125094410224227,4531082,,4.6423528187300945e-06,8.834508340452339e-06
105200,359.4701681625596,1099.8980728613067,1039.4984217810038,0.00046542413947378943,-0.0006320442118720573,-0.0001666200723982679,-0.5622713608707879,4532654,,4.654241394737895e-06,8.982224723197309e-06
105400,366.34222316364486,1111.747557270207,1049.6551846315008,0.0004664520575940634,-0.0006194245840072469,-0.00015297252641318352,-0.5667981797461896,4534040,,4.664520575940633e-06,9.456808173159648e-06
105600,373.27137526326914,1123.44552243032,1059.6217826553975,0.0004834597032963275,-0.000634092794058131,-0.00015063309076180357,-0.7668371126276435,4535344,,4.834597032963274e-06,9.525773199317661e-06
105800,380.5799690771031,1135.3248885841338,1069.6361483120543,0.00048805562175968415,-0.0006167800516068299,-0.0001287244298471457,-1.0469134569541014,4536724,,4.880556217596842e-06,9.30370926851402e-06
106000,388.10024871096226,1147.360647819237,1079.7289720641324,0.0005037082043395955,-0.0005993830867116551,-9.567488237205955e-05,-1.0280579501067255,4538024,,5.037082043395956e-06,9.795470616827342e-06
106200,395.63822174229796,1159.7415198833257,1090.1700740883866,0.0005096850458863212,-0.0006112439751547982,-0.00010155892926847702,-1.059492957366694,4539340,,5.09685045886321e-06,1.0190574899373951e-05
106400,403.36944005249313,1172.2986875790932,1100.716724562411,0.0005129254074024451,-0.0006399583036975512,-0.00012703289629510607,-0.8729727229313337,4540744,,5.1292540740244515e-06,1.05965381486891e-05
106600,411.1043675602453,1184.7182588552525,1111.1033038551868,0.0004909348439205113,-0.0006160796945431679,-0.00012514485062265661,-1.019543730184062,4542180,,4.909348439205113e-06,9.54119204319546e-06
106800,418.73649031625826,1197.1414494223552,1121.5201298249976,0.0005079335013700284,-0.0006184439257780346,-0.00011051042440800621,-1.1188508313714236,4543586,,5.079335013700283e-06,1.0190749439369872e-05
107000,426.347148863939,1209.760230503632,1132.1430669150395,0.0005193276911677863,-0.0006090014501833491,-8.967375901556282e-05,-0.9686365846602634,4544890,,5.193276911677863e-06,1.0130969100428479e-05
107200,434.3465058524573,1222.7887276198735,1143.0465367814168,0.0005132739226578306,-0.0005979707508573352,-8.469682819950452e-05,-1.191770610714203,4546258,,5.132739226578306e-06,1.0476715844315786e-05
107400,442.29064614825074,1235.709743213481,1153.8446835698862,0.0005243751798074474,-0.0006093283830360557,-8.495320322860834e-05,-1.1953094044493253,4547408,,5.243751798074473e-06,1.035466274066605e-05
107600,450.4729217094234,1248.7113746333212,1164.626224994618,0.0005038826632444248,-0.0006026336097959201,-9.875094655149538e-05,-1.0354595564398337,4548620,,5.038826632444248e-06,1.0368103086106313e-05
107800,458.5574192520266,1261.3917280728613,1175.0890114793685,0.0004961444782992463,-0.0005917986140527875,-9.565413575354125e-05,-1.0547289618493776,4549584,,4.961444782992461e-06,9.43549054451159e-06
108000,466.65258619216434,1274.0414160380744,1185.5028020129125,0.0005004246271315397,-0.0005860524842103719,-8.562785707883218e-05,-1.4071536287886555,4550572,,5.004246271315396e-06,9.284179752005775e-06
108200,474.5646428394095,1286.7997800056269,1196.0945086360164,0.0005381337452486632,-0.0005786248259899494,-4.049108074128619e-05,-1.4256300086047695,4551712,,5.3813374524866335e-06,9.79234227382216e-06
108400,482.93078100869343,1300.2548989569889,1207.2450716470048,0.0005620524507485901,-0.0005788446290608877,-1.679217831229761e-05,-1.3368163643932813,4552828,,5.6205245074858995e-06,1.053122436177715e-05
108600,491.4628180904157,1313.853477018784,1218.4725099521017,0.0005667997810281133,-0.0005716144247641351,-4.814643736021857e-06,-1.2867403396275157,4553912,,5.667997810281134e-06,1.0788186019089047e-05
108800,499.96122794758236,1327.7628781769383,1230.0378169852554,0.0005756531533233913,-0.0005845675299955012,-8.914376672109901e-06,-1.4755737688341806,4554922,,5.756531533233913e-06,1.0565834936344788e-05
109000,508.8351781483657,1341.7011391832814,1241.470381589684,0.0005672883908849608,-0.0005693959462907992,-2.107555405838398e-06,-1.3109552369011308,4555988,,5.672883908849609e-06,1.0520848431793277e-05
109200,517.8490701116094,1355.8093206646129,1253.0168612535028,0.0005850616552042978,-0.0005529646465516491,3.209700865264872e-05,-1.2247343754469568,4556966,,5.850616552042978e-06,1.0247228653576547e-05
109400,526.5947031486044,1369.4408966925732,1264.1465058093515,0.0005814155120490201,-0.0005489905835145572,3.242492853446294e-05,-0.7657832428781881,4557872,,5.8141551204902e-06,1.0351280372046612e-05
109600,534.9911451564502,1382.8892384676935,1275.212578542867,0.0005890894812381907,-0.0005636256958383796,2.5463785399811034e-05,-0.4740197365280452,4559036,,5.890894812381907e-06,1.0419050319021451e-05
109800,543.6149574074661,1396.5190909981586,1286.3702226051416,0.0006123348952901683,-0.0005659180916031266,4.641680368704169e-05,-0.7747047358401056,4560156,,6.123348952901682e-06,1.034344954006363e-05
110000,552.2861502369414,1410.1691977860153,1297.519623990679,0.0006346582804027534,-0.0005569963603604187,7.766192004233466e-05,-0.696539743033553,4560912,,6.346582804027534e-06,1.068211520813891e-05
110200,561.0533512669788,1424.02336612914,1308.8398237805338,0.0006501142378500149,-0.0005480720281201151,0.00010204220972989978,-0.4547987466884876,4561796,,6.50114237850015e-06,1.091640259777298e-05
110400,570.0706130047829,1438.1911166966945,1320.383726169645,0.0006346818595927387,-0.000548968305472066,8.57135541206727e-05,-0.35778477943421333,4562574,,6.346818595927388e-06,1.1274004011451155e-05
110600,579.3663404800355,1452.9536329953362,1332.4447092292864,0.0006506536057785927,-0.0005417960377907586,0.00010885756798783414,0.0011213091070582685,4563498,,6.506536057785928e-06,1.2370835423684599e-05
110800,588.9807097615007,1468.0082246010288,1344.6746338892183,0.0006494178147060955,-0.0005473321910587581,0.00010208562364733735,-0.02119621710187537,4564586,,6.494178147060954e-06,1.2560779966961323e-05
111000,598.5988499329627,1483.153503281715,1356.990689413807,0.0006695104164437026,-0.0005384262996537951,0.00013108411678990745,-0.06608414898838513,4565588,,6.695104164437026e-06,1.2873628148418041e-05
111200,608.5068102831842,1498.5189418453278,1369.4080768376627,0.000675507792213526,-0.000556391268065727,0.000119116524147799,-0.26509457457787944,4566582,,6.755077922135261e-06,1.2853916180480178e-05
111400,618.7616242395992,1514.259376567428,1382.0692862120732,0.0007006591196208273,-0.0005537890853725886,0.0001468700342482387,-0.1543085461955309,4567524,,7.006591196208273e-06,1.3212397109146544e-05
111600,629.3642087177425,1530.308142729472,1394.8991735925629,0.0007094141361849041,-0.0005494647398204219,0.0001599493963644822,-0.10949527948529503,4568438,,7.09414136184904e-06,1.3784805026240404e-05
111800,639.784575945489,1546.6861316166187,1408.1596806177313,0.0007332198005125908,-0.0005514349983682736,0.00018178480214431716,-0.18489740990248812,4569274,,7.3321980051259065e-06,1.4039519952008538e-05
112000,650.4029165370265,1563.32938061007,1421.6099318866604,0.0007544277274838362,-0.0005641969889777675,0.0001902307385060687,-0.2922704566408808,4570282,,7.544277274838362e-06,1.4207304325594899e-05
112200,661.2604173695125,1580.019114766641,1434.989569107824,0.0007370195974788014,-0.0005678849493339201,0.00016913464814488123,-0.2656212572094134,4571452,,7.370195974788013e-06,1.3941581373656274e-05
112400,672.2157657170682,1596.9508245024779,1448.577888896748,0.0007867957985016563,-0.0005586566796816911,0.00022813911881996518,-0.22930275132953568,4572384,,7.867957985016563e-06,1.4603789639480543e-05
112600,683.4892959785889,1614.185422015624,1462.3395498072434,0.0008005287999173361,-0.0005675364382031654,0.00023299236171417078,0.22276972298527603,4573340,,8.005287999173362e-06,1.4730987193389005e-05
112800,694.943246042421,1631.630089848181,1476.2352911639816,0.0008093786877813786,-0.0005564724646553987,0.00025290622312597994,0.13172800971708815,4574334,,8.093786877813788e-06,1.479899254462705e-05
113000,706.4766237059059,1649.1265211587563,1490.137263122524,0.0008210840608158876,-0.0005593434255570487,0.0002617406352588389,0.10907647622842045,4575324,,8.210840608158876e-06,1.4646966330557e-05
113200,718.1786644039832,1666.7073278100077,1504.0388035454694,0.0008311400757896622,-0.0005643760800294101,0.0002667639957602521,-0.26975349862231573,4576454,,8.31140075789662e-06,1.4343597136669325e-05
113400,730.1898598924126,1684.379839885159,1517.8795121885837,0.000849381201974733,-0.0005593984158728097,0.0002899827861019233,-0.20253981103008634,4577560,,8.49381201974733e-06,1.4219028530658127e-05
113600,742.510773953439,1701.9935010348972,1531.4893496619857,0.0008781116717150591,-0.0005626591528336901,0.000315452518881369,0.024141606818876726,4578758,,8.781116717150592e-06,1.395775972824529e-05
113800,755.3852464459585,1720.1627102849984,1545.4296746558255,0.0009130311617436074,-0.0005646547658127176,0.0003483763959308897,-0.051899265677210926,4579740,,9.130311617436073e-06,1.4616221756651243e-05
114000,768.6228069224011,1738.6256634905783,1559.4993358212062,0.0009228953058619285,-0.0005587673812997342,0.0003641279245621943,0.2862693146058238,4580770,,9.228953058619283e-06,1.5048639346551894e-05
114200,781.8291857109213,1757.316063946256,1573.817928787876,0.0009612273335276448,-0.0005622719645260036,0.0003989553690016412,0.6739779094979107,4581916,,9.61227333527645e-06,1.5414734255570873e-05
114400,795.1604739252642,1776.5313754753788,1588.6420455078578,0.0009675516909035391,-0.0005623897284058799,0.0004051619624976592,0.19972043285110555,4583114,,9.675516909035391e-06,1.5783320040923316e-05
114600,808.7662259338367,1796.4964923120126,1604.1498803659535,0.0009911685506870508,-0.0005681424268513837,0.00042302612383566716,0.056303832635483615,4584134,,9.911685506870509e-06,1.625468349078701e-05
114800,822.4594512129386,1816.7668000902506,1619.9389053358402,0.000997309236472033,-0.0005688896207988546,0.0004284196156731783,-0.03937948291848184,4585048,,9.973092364720325e-06,1.6321906667683035e-05
115000,836.3679623702441,1837.1584788230568,1635.7383372141444,0.0010206240824522643,-0.0005819701495055023,0.00043865393294676206,-0.18521986479176708,4586090,,1.0206240824522644e-05,1.7127769402235337e-05
115200,850.6388969406001,1858.2677661437906,1652.1418091982034,0.0010278777299286836,-0.0005534288958459369,0.0004744488340827467,0.17767159192473775,4587250,,1.0278777299286836e-05,1.7608356894551454e-05
115400,864.7076529094004,1879.6732842570855,1668.9674444247657,0.0010505098058620408,-0.0005760693774443011,0.00047444042841773967,-0.1170351284918144,4588386,,1.0505098058620408e-05,1.799471824849922e-05
115600,879.128002977823,1901.666479140243,1686.258981374413,0.0010289510707471665,-0.0005718020277607571,0.00045714904298640947,-0.03513604695107106,4589630,,1.0289510707471665e-05,1.7758442101137615e-05
115800,893.6159793440852,1923.7415389961657,1703.593845469115,0.0010572363865270964,-0.000574941256373596,0.0004822951301535004,-0.5172297933936031,4590564,,1.0572363865270964e-05,1.7570430520568674e-05
116000,908.3845798937662,1946.0949443268335,1721.0819234846688,0.001076091535227442,-0.0005780416958027967,0.0004980498394246452,-0.19109128669541803,4591536,,1.0760915352274421e-05,1.8537982503740572e-05
116200,923.1814021585501,1968.6756511521648,1738.7984121651289,0.0010558876633042433,-0.0005649296191486408,0.0004909580441556025,0.35760810593635367,4592756,,1.055887663304243e-05,1.840901383114664e-05
116400,937.8941747590619,1991.32106265329,1756.6200760322781,0.001072045774121724,-0.0005769018109136217,0.0004951439632081022,0.27517966198893934,4594006,,1.072045774121724e-05,1.9187010487141023e-05
116600,952.6977829323228,2014.3773832785052,1774.8473671445092,0.001071908223462509,-0.0005762698960366816,0.0004956383274258274,0.7476989367997259,4594980,,1.0719082234625092e-05,1.9858090178652925e-05
116800,967.3687172716043,2037.3002810354412,1792.9836028116313,0.0010575785159747562,-0.0005694417984766267,0.0004881367174981295,1.0470131701503487,4595982,,1.0575785159747561e-05,1.9769866182164175e-05
117000,981.7410261221656,2059.93308364349,1810.9414310566688,0.0010353568836153732,-0.0005680243894110602,0.000467332494204313,1.5505590709646213,4596924,,1.035356883615373e-05,1.916558300851309e-05
117200,995.9558361584216,2082.2935924087365,1828.6657916110478,0.0010549010988933265,-0.0005850668524150416,0.00046983424647828486,1.5698701414899452,4598032,,1.0549010988933264e-05,1.9192160223078645e-05
117400,1010.4566838998611,2104.9987029999547,1846.6176728260748,0.0010620545410116235,-0.0005699618959023155,0.0004920926451093081,1.8140933947962885,4598914,,1.0620545410116234e-05,1.9792677558558074e-05
117600,1024.9901370458967,2127.9741431336433,1864.8509787122396,0.0010737217576722172,-0.000563368784931601,0.0005103529727406162,1.5990314583107241,4600008,,1.073721757672217e-05,2.0715315482253593e-05
117800,1039.5436036806946,2150.9298050275797,1883.0422518367811,0.0010932995443953906,-0.000563937409602782,0.0005293621347926086,2.0856380539954533,4601182,,1.0932995443953903e-05,2.132112621548045e-05
118000,1053.8773915359682,2173.7054951906025,1901.141242367638,0.001070333339529047,-0.0005733353326763732,0.0004969980068526737,1.794868295003052,4602028,,1.0703333395290471e-05,2.0564188650619826e-05
118200,1068.2252480437228,2196.6110078037186,1919.3735277549274,0.0010967856014968951,-0.0005603346433275975,0.0005364509581692977,2.5698139802388917,4602934,,1.0967856014968951e-05,2.1522703903664162e-05
118400,1082.5527717707605,2219.5367403422556,1937.633308461786,0.0010999946053648778,-0.0005612803369099528,0.000538714268454925,2.4845645246439925,4603832,,1.0999946053648779e-05,2.1881770549290775e-05
118600,1097.022635800572,2242.7408845421987,1956.1257658285394,0.0011188599496731741,-0.0005691539631948859,0.0005497059864782882,2.69477321153605,4604818,,1.1188599496731739e-05,2.26286327536975e-05
118800,1111.5369495540617,2266.01618674119,1974.6683185662182,0.0010884353579185097,-0.0005710089933331472,0.0005174263645853625,2.592156567362344,4605806,,1.0884353579185097e-05,2.2205398828668172e-05
119000,1125.9910480464255,2289.317618102558,1993.268500798144,0.0011206579936713361,-0.0005721142995814556,0.0005485436940898805,2.760174643582319,4606732,,1.120657993671336e-05,2.2345760857035244e-05
119200,1140.6507090391917,2312.698336452967,2011.8373580885486,0.0011341728686863576,-0.0005646672383432574,0.0005695056303431002,2.973603083267536,4607784,,1.1341728686863576e-05,2.1569951938838e-05
119400,1155.1785997776713,2336.0291141707826,2030.4173031348087,0.0010956184735256868,-0.0005692862636503316,0.0005263322098753552,3.108940311669489,4608944,,1.095618473525687e-05,2.1241070068832818e-05
119600,1169.7472145597073,2359.361988798961,2048.970582565595,0.0011116370825078397,-0.0005691992856268744,0.0005424377968809653,3.5877584610182387,4609842,,1.1116370825078397e-05,2.1992956728674103e-05
119800,1184.2797711358044,2382.787059715142,2067.644939447887,0.001105446532992518,-0.0005649199881955465,0.0005405265447969714,3.1405409629253,4610888,,1.105446532992518e-05,2.153384715322819e-05
120000,1198.9928252777459,2406.1817820136307,2086.1752019010246,0.0011155348680792919,-0.0005690051846399312,0.0005465296834393607,3.398471964138259,4612020,,1.1155348680792917e-05,2.130930513699319e-05
120200,1213.7475607098563,2429.567746571346,2104.6653639119554,0.0011275081632570348,-0.0005630871008055716,0.0005644210624514632,3.0565047562366345,4612944,,1.127508163257035e-05,2.0956411971026002e-05
120400,1228.8941973437952,2453.38357721589,2123.419418929616,0.0011601415271572412,-0.0005598379504830621,0.0006003035766741791,2.586493570248396,4613806,,1.1601415271572413e-05,2.204827338918484e-05
120600,1244.1011984285865,2477.391214089991,2142.3537139601476,0.001178479960402687,-0.000565197618578879,0.0006132823418238079,2.4641038434960834,4614722,,1.1784799604026869e-05,2.2333463879248295e-05
120800,1259.3658149362425,2501.415996353688,2161.268084015514,0.0011861895831555985,-0.0005478338132355917,0.0006383557699200068,2.217208435353116,4615564,,1.1861895831555987e-05,2.2570073530937157e-05
121000,1274.7335396265653,2525.671430118298,2180.3831259361136,0.0011780347954488228,-0.0005489774023521606,0.0006290573930966622,1.7756922122760537,4616354,,1.1780347954488226e-05,2.131065390081778e-05
121200,1289.8724019234835,2549.8614988316276,2199.550601823022,0.001194650383621954,-0.0005473669526266129,0.0006472834309953412,1.9728395923249737,4617332,,1.1946503836219543e-05,2.2007338694212123e-05
121400,1305.446766245788,2574.569968544732,2219.0581928896854,0.0012180975928052279,-0.0005438494778048425,0.0006742481150003854,2.0913805301067914,4618154,,1.2180975928052276e-05,2.3001299644977354e-05
121600,1321.260337305783,2599.7537962284114,2238.970951590629,0.001234502084649784,-0.0005500772416221843,0.0006844248430275998,2.5334734607532097,4619026,,1.234502084649784e-05,2.3438505951069396e-05
121800,1337.1659198140562,2625.1675845565414,2259.0910007997136,0.0012302196594861168,-0.0005450451386006258,0.000685174520885491,2.13420272443752,4619886,,1.230219659486117e-05,2.3220401544035515e-05
122000,1353.2368877330266,2650.7417441837665,2279.2941275835883,0.0012672961777971494,-0.0005323347495342981,0.0007349614282628513,2.554801246480781,4620602,,1.2672961777971494e-05,2.290668386500023e-05
122200,1369.4245029628614,2676.7414585370566,2299.91768690447,0.0012997310609183534,-0.0005364097902974358,0.0007633212706209176,2.2104835424443774,4621410,,1.2997310609183537e-05,2.377763712883524e-05
122400,1385.4681253903536,2702.6106881412366,2320.470341371031,0.0012561488395371044,-0.0005398891867830649,0.0007162596527540395,3.08778606571559,4622356,,1.2561488395371045e-05,2.3713012632476365e-05
122600,1401.3121706371537,2728.264941033247,2340.8873934675576,0.0012439321869503425,-0.0005351133529498602,0.0007088188340004822,3.006384254430102,4623166,,1.2439321869503422e-05,2.42474550354838e-05
122800,1417.195527299816,2754.0126430577816,2361.385710874762,0.001244389384904267,-0.0005207186259353697,0.0007236707589688972,2.4816048840444966,4624042,,1.2443893849042669e-05,2.4463080472383612e-05
123000,1433.424848698079,2780.389714756949,2382.4063820140163,0.0012788546395010002,-0.0005260468148580873,0.0007528078246429129,2.5130316754586297,4624842,,1.2788546395010002e-05,2.5015024519758284e-05
123200,1449.3860233073458,2806.664229165059,2403.4650508621958,0.0012474886115891885,-0.0005253159625026335,0.000722172649086555,2.239556637070472,4625672,,1.2474886115891885e-05,2.3832113128923094e-05
123400,1465.4079416824197,2833.0465982341902,2424.609781432964,0.0012892883821868774,-0.0005312045313704999,0.0007580838508163775,2.108412071163076,4626536,,1.2892883821868774e-05,2.4207676708534966e-05
123600,1481.472238243449,2859.4979381911844,2445.806301781394,0.0012938424715995805,-0.0005289578318496891,0.0007648846397498914,1.3223411259514277,4627250,,1.2938424715995807e-05,2.390288282485404e-05
123800,1497.4726201032834,2885.856803548554,2466.930327882911,0.0012743346180331746,-0.0005109623657052817,0.0007633722523278929,1.981497366622105,4628050,,1.2743346180331744e-05,2.4324621663081584e-05
124000,1513.4610031751013,2912.0737482509194,2487.892543322636,0.0012907667010745541,-0.0005003262877644136,0.0007904404133101406,1.9657099545416155,4628868,,1.290766701074554e-05,2.531424744104794e-05
124200,1529.3982532042064,2938.3270635117733,2508.925450319647,0.001316219165096573,-0.0005002766941142353,0.0008159424709823376,2.5394253677488265,4629450,,1.316219165096573e-05,2.5860637088250746e-05
124400,1545.1457375691568,2964.5383559332513,2530.022196240833,0.0012801754116119153,-0.0004937393438592163,0.000786436067752699,2.137753534862698,4630078,,1.2801754116119151e-05,2.568310504034145e-05
124600,1560.8462724024791,2990.8562903620655,2551.2703234909513,0.0012917727723747625,-0.0005015732745277117,0.0007901994978470508,2.354629265964441,4630642,,1.2917727723747626e-05,2.637664008388413e-05
124800,1576.5162494418576,3017.1502473017918,2572.5069737590693,0.0012960985433579332,-0.0004959041818976574,0.0008001943614602757,1.7321873805350416,4631284,,1.2960985433579332e-05,2.6002159475517216e-05
125000,1592.4667117068786,3043.806050746557,2593.994033660609,0.0013032182016034074,-0.0005081375749105335,0.0007950806266928739,1.955611387798186,4631832,,1.3032182016034074e-05,2.6441372006359182e-05
125200,1608.4050748004838,3070.373186125048,2615.3823080826496,0.0012899501849532083,-0.0005065332711922073,0.000783416913761001,1.9356252218693728,4632366,,1.289950184953208e-05,2.5585960851573016e-05
125400,1624.3662237307017,3096.7634289044045,2636.5466250007075,0.0013021774196988825,-0.0004940354347842728,0.0008081419849146097,2.1946206171860796,4632968,,1.3021774196988823e-05,2.573155757810767e-05
125600,1639.9473916617585,3123.0578588985254,2657.830495462349,0.0012959341237959554,-0.0005039742592824068,0.0007919598645135486,1.7782880012669566,4633674,,1.2959341237959553e-05,2.5901607730316105e-05
125800,1655.6777266053532,3149.453871917773,2679.1399659145804,0.0013183013599219397,-0.0005105713906866268,0.0008077299692353129,1.8748925849620155,4634558,,1.3183013599219399e-05,2.610029298509431e-05
126000,1671.6524604690662,3176.185290897592,2700.690847454025,0.0013202826131754203,-0.0005103890989842447,0.0008098935141911755,1.4796583749525718,4635308,,1.3202826131754202e-05,2.6776197847470157e-05
126200,1687.9245392394607,3203.243926144726,2722.4405228060236,0.0013776030114250272,-0.0004912151274658165,0.0008863878839592107,1.1699226149099478,4635908,,1.3776030114250274e-05,2.7746966337730987e-05
126400,1704.362719691156,3230.7129216743674,2744.568035593341,0.0013814363207127213,-0.0005000026753740328,0.0008814336453386886,-0.14873354511993336,4636524,,1.3814363207127211e-05,2.8262860574296955e-05
126600,1720.9964395167951,3258.5183235202767,2766.9681819435345,0.0013897667772831603,-0.0005028232020270067,0.0008869435752561536,-0.7445199110259993,4637320,,1.3897667772831603e-05,2.8413784484245844e-05
126800,1737.7924791930711,3286.3367839278417,2789.2806880371854,0.0013958701427801352,-0.0004934664170326467,0.0009024037257474884,-2.1555899876140066,4637974,,1.3958701427801349e-05,2.833396935046035e-05
127000,1754.8357523079121,3314.1735661185703,2811.4583242120107,0.0014015460305228107,-0.0005036294575855573,0.0008979165729372533,-3.1068798112312956,4638702,,1.4015460305228104e-05,2.741063254597197e-05
127200,1772.0443773055858,3342.1062339400423,2833.64302688263,0.0014098897080052437,-0.0005223895108293557,0.0008875001971758881,-3.4810160785552307,4639464,,1.4098897080052435e-05,2.784344814612097e-05
127400,1789.17796239659,3370.1385834114735,2855.9895465973045,0.0013809850982990518,-0.0005006214825854338,0.000880363615713618,-3.99682051883157,4640106,,1.3809850982990519e-05,2.8538114649414264e-05
127600,1806.2597533891014,3398.082243631428,2878.261391494863,0.0014031814458593513,-0.0004958230829802999,0.0009073583628790514,-3.781929823212635,4640706,,1.4031814458593514e-05,2.8722278888359974e-05
127800,1823.5984977351736,3426.258266448824,2900.6437608687693,0.0014261697478135554,-0.0005038593817164964,0.000922310366097059,-3.3299164213539783,4641382,,1.4261697478135553e-05,2.9746398546624057e-05
128000,1841.1783701499226,3454.444163022918,2922.8832827766464,0.0014031799435198068,-0.0005010019266322294,0.0009021780168875774,-2.9566397400939395,4642052,,1.4031799435198067e-05,2.9666984913041698e-05
128200,1858.7699426002746,3482.8874163797304,2945.416618351646,0.001445161715346813,-0.00048568018458188287,0.0009594815307649301,-3.5415342017961775,4642652,,1.445161715346813e-05,3.0906660720562204e-05
128400,1876.6085419952221,3511.4102471569677,2967.885156799286,0.0014417836969422928,-0.00047975658964056073,0.000962027107301732,-3.24032684868875,4643188,,1.441783696942293e-05,3.057486228076246e-05
128600,1894.6473756117002,3539.8152707324507,2990.084191623766,0.0014420678649933378,-0.0004824179131626477,0.0009596499518306901,-3.281578963873218,4643836,,1.4420678649933378e-05,3.117811336175489e-05
128800,1912.7486341239617,3568.453389268658,3012.5159342383395,0.0014578689469127695,-0.0004890048054106334,0.0009688641415021361,-2.593628834078653,4644438,,1.45786894691277e-05,3.208032975829348e-05
129000,1930.5932485329995,3597.110342316847,3035.1297375106765,0.0014407104574453125,-0.00048458307243352225,0.0009561273850117902,-3.8389072458981524,4645078,,1.4407104574453127e-05,3.163426176249314e-05
