tick,r_mean,r_rms,r_std,KE,PE,E_total,L,collisions_total,collisions_tick,fragment_ke_mean,fragment_ke_std
47800,2.3308323643531295,2.4374723820415665,0.7130863219129847,9.990938443235384e-05,-0.0009759188378435585,-0.0008760094534112047,-0.01018961090388875,2748774,,9.990938443235382e-07,6.009385180949794e-07
48000,2.3408407935441544,2.4383976104105485,0.6828230266587705,0.00010230064135492466,-0.000975918836699175,-0.0008736181953442504,-0.0103497557790359,2756426,,1.0230064135492465e-06,6.087157350475652e-07
48200,2.413924626134157,2.4972971415337706,0.6398913286299571,0.00010797456400248846,-0.0009796274599095643,-0.0008716528959070758,-0.011034466862343873,2764108,,1.0797456400248845e-06,6.461672611635771e-07
48400,2.415854113380564,2.5031045910380687,0.6551194521139375,0.00011291175571274694,-0.0009705923578404896,-0.0008576806021277426,-0.011169786868645743,2771996,,1.1291175571274693e-06,6.405131849472881e-07
48600,2.4348667407273665,2.520366692629947,0.6509010832823288,0.00011439717124873909,-0.0009773126827576318,-0.0008629155115088928,-0.011374058501097191,2780520,,1.1439717124873907e-06,7.180020499289333e-07
48800,2.3657390071395916,2.4642617986168007,0.6898298067061827,0.00010615766935442735,-0.0009747614485562341,-0.0008686037792018068,-0.01068186905658534,2788356,,1.0615766935442733e-06,5.828406661276191e-07
49000,2.3631966897719665,2.451552709033657,0.6522362230212915,0.00010311846628995783,-0.0009722102134646541,-0.0008690917471746963,-0.01041213309025906,2796084,,1.0311846628995782e-06,7.553152687430809e-07
49200,2.295104601542318,2.3881042146468743,0.6599519740052618,0.00010442019090460086,-0.0009729071354534476,-0.0008684869445488467,-0.010072874604465286,2804086,,1.0442019090460084e-06,6.981688008265319e-07
49400,2.4390989989696474,2.529012139327691,0.668355050921355,0.00010286747566167925,-0.0009724466699742877,-0.0008695791943126084,-0.01055792175699983,2811534,,1.0286747566167924e-06,6.897811903372881e-07
49600,2.356930301570261,2.4648401917286096,0.7213298304525099,0.00010816674480982075,-0.0009849539399974547,-0.0008767871951876339,-0.010569038073368536,2818876,,1.0816674480982074e-06,6.023682764388655e-07
49800,2.4150551135887413,2.4985397053264817,0.6404759616268324,0.00010760967064930006,-0.0009759188367292604,-0.0008683091660799604,-0.010971511100069012,2827190,,1.0760967064930008e-06,5.958149180990733e-07
50000,2.336986308848906,2.425808648221672,0.6504172430369757,0.00011310259708535307,-0.0009789305370909024,-0.0008658279400055493,-0.010879528491654447,2835666,,1.1310259708535308e-06,6.392934237270467e-07
50200,2.3857393443789263,2.4758943189386025,0.6620426415532893,0.00011482833967293041,-0.0009705923564683731,-0.0008557640167954427,-0.011113608022296191,2843206,,1.148283396729304e-06,7.622262126980849e-07
50400,2.387351198100122,2.4758383011521437,0.6559950841140851,0.00011453806471512544,-0.0009724466684775481,-0.0008579086037624227,-0.01110033988257051,2850016,,1.1453806471512543e-06,7.806263698834623e-07
50600,2.3528844789569052,2.4510726088214017,0.6867980506657286,0.00010571802775531667,-0.000976615759523954,-0.0008708977317686374,-0.010583065745551559,2857528,,1.0571802775531669e-06,6.915186114253658e-07
50800,2.406671573405801,2.495881639563312,0.6613297940284376,0.00010531718951210441,-0.0009747614485747061,-0.0008694442590626017,-0.010647128302356413,2866596,,1.053171895121044e-06,7.362907659730058e-07
51000,2.426682485112744,2.5167207927944335,0.66715490355005,0.00010471839590648821,-0.0009736040580990309,-0.0008688856621925427,-0.010512905772180451,2874926,,1.0471839590648821e-06,6.658164099548865e-07
51200,2.3590517613401087,2.4634655799822203,0.7096037281999509,0.00010485604320709537,-0.000977773149953427,-0.0008729171067463316,-0.01022962975713055,2882524,,1.048560432070954e-06,7.714658000514959e-07
51400,2.3313907887404386,2.4323728638306235,0.6935810975479534,9.521798058235321e-05,-0.0009789305377960664,-0.0008837125572137131,-0.00977163171458048,2890202,,9.52179805823532e-07,6.026350110708668e-07
51600,2.3241555258598443,2.430585523447424,0.7113698604856254,9.866420431528874e-05,-0.0009724466696900214,-0.0008737824653747327,-0.010240355210074588,2897900,,9.866420431528875e-07,6.231895315546746e-07
51800,2.294851514580248,2.4014275694719975,0.7074679480011258,9.905930713467394e-05,-0.0009782336147656045,-0.0008791743076309306,-0.010177285387636863,2905462,,9.905930713467393e-07,5.963120787036307e-07
52000,2.325171078470126,2.4234522725526677,0.6831547212650725,9.482259763306617e-05,-0.0009740645253246372,-0.000879241927691571,-0.010006193294437808,2912636,,9.482259763306616e-07,6.019097604351092e-07
52200,2.3557096111337086,2.450829802681375,0.6761648835332243,9.838171591367504e-05,-0.0009800879268694284,-0.0008817062109557533,-0.01014742098165289,2920186,,9.838171591367504e-07,6.085091783407664e-07
52400,2.353697363971349,2.4484603205943647,0.6745862882977838,9.381153190069981e-05,-0.000968335728232852,-0.0008745241963321523,-0.009786124835261674,2928186,,9.381153190069979e-07,6.804522948525545e-07
52600,2.3176275595708424,2.4206964754843026,0.6988375501787437,8.967493823419178e-05,-0.0009754583701058802,-0.0008857834318716884,-0.009691804622808612,2935834,,8.967493823419178e-07,5.285823843961881e-07
52800,2.3584437862296856,2.4506737153869356,0.6659914162232048,9.887000166590638e-05,-0.0009759188365965118,-0.0008770488349306054,-0.010131836430341734,2943602,,9.887000166590639e-07,6.575228170444678e-07
53000,2.3170085796087894,2.4138352357243695,0.6768100082325798,0.00010198096866299556,-0.0009800879266175732,-0.0008781069579545777,-0.01012188387213859,2951512,,1.0198096866299553e-06,7.434290642615657e-07
53200,2.3221073791286395,2.425099779041054,0.6992326208789813,9.357334308913223e-05,-0.0009800879265632748,-0.0008865145834741426,-0.009708218859924104,2958678,,9.357334308913222e-07,5.855937093054744e-07
53400,2.3802161319234476,2.4736162397749664,0.673311567559791,8.867068874241571e-05,-0.0009796274607697631,-0.0008909567720273474,-0.009594299586628427,2967034,,8.867068874241573e-07,5.929488908230839e-07
53600,2.3402990095612513,2.4432162484170985,0.7016453394528811,9.839669778937089e-05,-0.0009743686777851534,-0.0008759719799957825,-0.009876786267261071,2975350,,9.839669778937089e-07,5.518615615337327e-07
53800,2.348504378151527,2.455195292863606,0.7158988140112535,9.663815290298001e-05,-0.000971052825066096,-0.000874414672163116,-0.009887563667828617,2983070,,9.663815290298003e-07,7.130241420320194e-07
54000,2.2734243408162573,2.380015330328849,0.7042831385064573,9.144332776307573e-05,-0.0009807848492792736,-0.0008893415215161978,-0.00933481796878376,2990174,,9.144332776307573e-07,6.029241229387687e-07
54200,2.279787068759224,2.3765159104357347,0.6711175706777585,9.50099313222773e-05,-0.0009807848488643392,-0.000885774917542062,-0.009714077530341975,2997848,,9.500993132227731e-07,6.426933990872767e-07
54400,2.315316982506938,2.4042940341262415,0.6480255188262308,9.452979678053252e-05,-0.0009812453161384734,-0.0008867155193579409,-0.009953245303714543,3005934,,9.452979678053252e-07,5.660609886895541e-07
54600,2.3342464422108096,2.4357601009604797,0.6958597678104295,9.677035376298105e-05,-0.000978233614375067,-0.000881463260612086,-0.01000330058397157,3014372,,9.677035376298106e-07,6.655985505909009e-07
54800,2.27820847568826,2.3835447623133867,0.7007508653250123,0.00010132647768174127,-0.000981942237992111,-0.0008806157603103697,-0.010009031047227652,3021196,,1.0132647768174127e-06,6.336243655505321e-07
55000,2.3307330749781108,2.4349258300769105,0.7046610044403017,0.00010160385493774053,-0.0009705923569294073,-0.0008689885019916668,-0.010311530585633963,3028496,,1.0160385493774053e-06,6.965776454490442e-07
55200,2.3046987867944306,2.4001920595840747,0.6702875689125692,0.0001013751687333947,-0.0009759188365964301,-0.0008745436678630355,-0.010086230849125844,3036628,,1.0137516873339469e-06,6.378761885086648e-07
55400,2.3345190857532945,2.4403196208578986,0.7107605012925514,9.425395711545951e-05,-0.0009729308088740467,-0.0008786768517585872,-0.009957220687463126,3044460,,9.425395711545954e-07,5.818563778809428e-07
55600,2.2663616975366,2.370812168159446,0.6959561714877684,9.575183606960887e-05,-0.0009800879268995956,-0.0008843360908299868,-0.009826005512157577,3052228,,9.575183606960888e-07,5.781236241516164e-07
55800,2.327567260493831,2.420738852913952,0.6651370098591708,9.496019049323487e-05,-0.0009793910054828614,-0.0008844308149896265,-0.009960453706860342,3060260,,9.496019049323489e-07,5.623301233759348e-07
56000,2.3224263448619005,2.4172406941892413,0.670364413088788,8.846357122475166e-05,-0.0009736040579660373,-0.0008851404867412857,-0.00941199805970353,3068808,,8.846357122475165e-07,6.199056968783972e-07
56200,2.2986209734141054,2.395410865959508,0.6740436464633943,0.00010103123132396594,-0.0009777731479004709,-0.0008767419165765049,-0.009999461604008717,3076796,,1.0103123132396593e-06,7.036412978885538e-07
56400,2.339693114751131,2.44873679307712,0.722598097531241,9.085309180778427e-05,-0.0009766157596569477,-0.0008857626678491635,-0.009619618844570714,3084698,,9.085309180778428e-07,5.589575945071361e-07
56600,2.255942600679906,2.360618705385224,0.6951572877070298,9.025030905889197e-05,-0.000984717484837613,-0.0008944671757787209,-0.009458090037715371,3092870,,9.025030905889198e-07,4.7388265593232604e-07
56800,2.3083651892606136,2.4133373273000602,0.7040221646721125,8.99904773935811e-05,-0.0009747614485747062,-0.0008847709711811251,-0.009515763126659641,3102260,,8.99904773935811e-07,5.430156282867775e-07
57000,2.2476692016675472,2.3444976049729545,0.6668224498313535,9.416222398680906e-05,-0.000980784848934673,-0.0008866226249478639,-0.009473848032041878,3111022,,9.416222398680906e-07,6.311984527725689e-07
57200,2.3068704532387487,2.4083158519233216,0.69161691318186,0.0001020970454615473,-0.0009724466686810681,-0.0008703496232195208,-0.010106824649235903,3119710,,1.020970454615473e-06,7.231358632394418e-07
57400,2.3366591946055895,2.4371021907365,0.6924528116469775,9.290567036213048e-05,-0.0009800879264846613,-0.0008871822561225308,-0.009770181338497575,3127166,,9.290567036213048e-07,6.194209540866541e-07
57600,2.3591733867897218,2.458652028735734,0.6922938172983023,9.013431973244498e-05,-0.0009789305377092454,-0.0008887962179768004,-0.009609578902393673,3134808,,9.013431973244497e-07,5.598107370088709e-07
57800,2.2768495335258025,2.388274986297843,0.7209810065870638,9.756648229302731e-05,-0.000977773148784801,-0.0008802066664917737,-0.009651483380507017,3143384,,9.756648229302733e-07,6.817792116671561e-07
58000,2.317816870902349,2.4173037185533945,0.6863542967684492,9.837070555269656e-05,-0.0009824027055785165,-0.0008840320000258199,-0.009934989163925746,3150856,,9.837070555269657e-07,6.66939207609984e-07
58200,2.32865048191294,2.439777757079775,0.7279439793197358,9.542717367523867e-05,-0.0009740645268760313,-0.0008786373532007927,-0.010016066905961492,3158552,,9.542717367523866e-07,6.215489079075432e-07
58400,2.380019592536523,2.481098589431179,0.700968579623702,9.218960818263203e-05,-0.0009770762269530507,-0.0008848866187704187,-0.01004060712407033,3166144,,9.218960818263201e-07,5.355415096807338e-07
58600,2.3449852586666564,2.4324578237327095,0.6464481424480578,0.000101165562957231,-0.0009789305373729248,-0.0008777649744156938,-0.01031112009702498,3173786,,1.01165562957231e-06,5.992703487332822e-07
58800,2.2910862074852103,2.379391914975174,0.6422070343123485,0.00010895195099822988,-0.0009759188358993919,-0.000866966884901162,-0.01016002249267486,3181762,,1.0895195099822989e-06,7.664926915651686e-07
59000,2.346410218392111,2.447690408629053,0.6968123302007119,0.00010368080122803944,-0.0009782336159260235,-0.0008745528146979841,-0.010382695863914545,3188974,,1.0368080122803944e-06,6.737474620573851e-07
59200,2.3700079353088346,2.471718603762298,0.7017515534416684,9.008451157067924e-05,-0.0009747614484232405,-0.0008846769368525613,-0.009846379552549363,3197344,,9.008451157067923e-07,5.847406645770715e-07
59400,2.326256515664414,2.433859610234046,0.7156837469563486,9.67431615026547e-05,-0.0009698954364236737,-0.000873152274921019,-0.009855393791719926,3204594,,9.674316150265471e-07,6.925370653270873e-07
59600,2.304058120538624,2.4033617475716986,0.6837132928873859,9.360858809221473e-05,-0.0009740645251917252,-0.0008804559370995106,-0.009560037137521625,3211948,,9.360858809221473e-07,6.359255921360799e-07
59800,2.3121805589319773,2.4101899951607755,0.6803211562711446,8.669906950404829e-05,-0.0009759188376621186,-0.0008892197681580703,-0.009272680798428115,3219844,,8.669906950404827e-07,5.770727917801713e-07
60000,2.302155593724824,2.4013555627919727,0.6830725885537009,8.88648630650603e-05,-0.0009807848491463617,-0.0008919199860813014,-0.009537212869430869,3227848,,8.88648630650603e-07,5.331686676998197e-07
60200,2.3055078147257784,2.4158174743394607,0.7216701362549655,9.326648671586643e-05,-0.000977773148684137,-0.0008845066619682705,-0.0097298106797505,3235040,,9.326648671586641e-07,6.046077619208727e-07
60400,2.321038450248028,2.4223682307294445,0.6932880770051736,9.525228873917435e-05,-0.0009812453165049615,-0.0008859930277657871,-0.009719358693594802,3243154,,9.525228873917436e-07,6.951583065165713e-07
60600,2.323393518534028,2.432918414212299,0.7217579706850191,8.882326313794303e-05,-0.0009777731482368734,-0.0008889498850989304,-0.00956265866013298,3251376,,8.882326313794303e-07,6.826364391095595e-07
60800,2.3585756163766267,2.4615227185371253,0.7044254081931008,8.362557011066336e-05,-0.0009842570182302679,-0.0009006314481196045,-0.009304143269216214,3260632,,8.362557011066336e-07,5.483789615292329e-07
61000,2.314774573021882,2.4237516276862965,0.7186032485338044,8.70871671768387e-05,-0.00097661575910902,-0.0008895285919321812,-0.009385837747085148,3268830,,8.708716717683868e-07,5.866473100909499e-07
61200,2.240513900712359,2.3545303324189213,0.7238166528862443,9.96109480724717e-05,-0.000984257016803862,-0.0008846460687313903,-0.009549678425798135,3275674,,9.961094807247171e-07,6.521224860836995e-07
61400,2.373228495025416,2.484264552582495,0.7344092031131566,0.00010620871712169588,-0.0009724466696901029,-0.000866237952568407,-0.01023170730589343,3283252,,1.062087171216959e-06,8.807074911496141e-07
61600,2.3846577659138135,2.4993856334944864,0.7485558659081987,9.165253591144589e-05,-0.0009861113299008783,-0.0008944587939894325,-0.009682822605354925,3291134,,9.165253591144589e-07,5.612031171242778e-07
61800,2.424982633749946,2.5190586281138496,0.6819938400645611,0.0001028512130345498,-0.0009800879275262183,-0.0008772367144916685,-0.010434571474055455,3299104,,1.0285121303454981e-06,6.698220701809322e-07
62000,2.403905611446585,2.4945551575443705,0.6663656993624761,0.00011337613460792857,-0.0009747614473898816,-0.0008613853127819531,-0.011068065840446352,3307026,,1.1337613460792857e-06,6.6881069186343e-07
62200,2.4204576649589873,2.515914125896106,0.6864463424222272,0.00011413591362195396,-0.0009724466701616909,-0.0008583107565397369,-0.0112220805523954,3315846,,1.1413591362195397e-06,6.106919861477134e-07
62400,2.37258306091394,2.4642945561283587,0.6660309890899248,0.00011226278410415064,-0.0009668837335943043,-0.0008546209494901537,-0.01107982553772776,3323412,,1.1226278410415065e-06,6.94717350193918e-07
62600,2.409967049580205,2.494938666813422,0.6455832797543768,0.0001067106008718457,-0.0009705923568046938,-0.0008638817559328482,-0.010869702151624248,3331270,,1.067106008718457e-06,6.526384702510152e-07
62800,2.317112037924633,2.4134341708661546,0.6750231853863645,0.0001081253959021337,-0.0009752219140619532,-0.0008670965181598194,-0.010538798237511313,3339244,,1.0812539590213373e-06,6.72978751418121e-07
63000,2.4044576671879176,2.493681838475855,0.6610842898190515,0.00011501627049961187,-0.0009759188370656627,-0.0008609025665660508,-0.011260620836959247,3347036,,1.150162704996119e-06,6.802831549764882e-07
63200,2.429716131202204,2.5194800521623812,0.6665277601270266,0.00011428333587645377,-0.0009664232672528649,-0.0008521399313764111,-0.011254218828192282,3354562,,1.1428333587645376e-06,7.290639426875776e-07
63400,2.3699337191697194,2.465856178667511,0.6810733151541928,0.00010932474804468593,-0.0009747614484232405,-0.0008654367003785545,-0.010686043794121223,3361936,,1.0932474804468593e-06,8.003929590786085e-07
63600,2.416467630587247,2.5063812856999697,0.6653054483702135,0.00011651869707265176,-0.0009668837341121467,-0.0008503650370394949,-0.011248866069495302,3369428,,1.1651869707265176e-06,7.283651313446022e-07
63800,2.4725333160639726,2.5591291955033495,0.6600918422699324,0.00012063844530586962,-0.0009671201900556842,-0.0008464817447498146,-0.01172175397978994,3377996,,1.2063844530586962e-06,7.779512989191e-07
64000,2.499081916699985,2.5709039714902064,0.6034374899252161,0.0001263079897945237,-0.0009641084890917048,-0.0008378004992971812,-0.012099550244731732,3386510,,1.263079897945237e-06,7.578980881861491e-07
64200,2.5154563757643347,2.5975554628258912,0.6478993780543304,0.00012962016396634256,-0.0009705923578219358,-0.0008409721938555932,-0.0123156444514403,3394370,,1.2962016396634255e-06,7.755733978162895e-07
64400,2.531275343654864,2.6113471927305643,0.6417003160251264,0.00012886517344995073,-0.0009689745022681775,-0.0008401093288182268,-0.012492791449167722,3402966,,1.2886517344995075e-06,7.32796358496949e-07
64600,2.518412484931803,2.60585216897832,0.6693758901459146,0.00012970179672149308,-0.000965962801328604,-0.0008362610046071108,-0.012355087247656998,3410836,,1.2970179672149309e-06,7.681615474252273e-07
64800,2.5003963730952146,2.5862962214677925,0.6610190031995128,0.00013147891181399524,-0.0009615572561859929,-0.0008300783443719977,-0.012401641628413656,3418338,,1.314789118139952e-06,7.406959064234449e-07
65000,2.5491636142838368,2.6149771320371924,0.5829839351893188,0.0001340644835491848,-0.0009678171124027582,-0.0008337526288535734,-0.012715017745977752,3426780,,1.3406448354918484e-06,7.76459225309325e-07
65200,2.4409709271663003,2.524485847423035,0.6439640724202651,0.00012882896601034062,-0.0009729071356708248,-0.0008440781696604842,-0.01216057336888602,3434652,,1.2882896601034062e-06,6.599530716471111e-07
65400,2.560046787826217,2.6379933269094855,0.6365290542933962,0.00012942365711306146,-0.0009717155458026192,-0.0008422918886895577,-0.012680471708836861,3442826,,1.2942365711306142e-06,8.325614520295966e-07
65600,2.4630593015036357,2.554225269034597,0.6763176784997419,0.00013803708400927193,-0.0009724466691420935,-0.0008344095851328216,-0.012811498235921247,3449610,,1.3803708400927192e-06,7.879712080116405e-07
65800,2.4948391671201464,2.5783015681145938,0.6507046229630051,0.0001404112880354072,-0.0009488953509870633,-0.0008084840629516561,-0.013000144101308092,3456760,,1.4041128803540716e-06,8.341874702660824e-07
66000,2.4490569560235467,2.5292928419964875,0.6320144830044218,0.0001386889742563106,-0.000962254176206377,-0.0008235652019500664,-0.012771128134922666,3462972,,1.3868897425631065e-06,8.280607933695354e-07
66200,2.4716548003015966,2.555263406369931,0.6483005661568834,0.0001304115120376334,-0.0009717497469278203,-0.0008413382348901869,-0.012536808051510905,3470278,,1.304115120376334e-06,6.925019394338096e-07
66400,2.4807718456922587,2.562438177208188,0.6417635558635629,0.00013337140698199739,-0.0009669074079476801,-0.0008335360009656828,-0.012826546149200431,3477882,,1.3337140698199742e-06,6.722858142191559e-07
66600,2.509860735260885,2.598166532730244,0.671616275409692,0.00014184957590119123,-0.0009464141106569529,-0.0008045645347557617,-0.013221086724300415,3484910,,1.418495759011912e-06,8.00330319783213e-07
66800,2.4821686152991704,2.5612312524841134,0.6314621872488815,0.0001420962397499044,-0.0009487971855372316,-0.0008067009457873272,-0.012964172978793874,3491694,,1.4209623974990442e-06,8.153097972227803e-07
67000,2.5745414875349764,2.6462663557315502,0.6119328022241748,0.00014998726479213204,-0.0009599393984845481,-0.0008099521336924161,-0.013770690524994343,3498736,,1.4998726479213205e-06,8.347884953158668e-07
67200,2.5636106895176187,2.6375680717308465,0.6202141288337236,0.00013886021215959077,-0.000964166638767844,-0.0008253064266082532,-0.01311523190328583,3504944,,1.388602121595908e-06,7.957642980074756e-07
67400,2.560970547835337,2.636287377298128,0.6256524505038064,0.0001378474310301098,-0.000964568956366032,-0.0008267215253359222,-0.012941273466467878,3512652,,1.378474310301098e-06,7.79305622382043e-07
67600,2.5625376219690237,2.6402625253417717,0.635914411471744,0.0001391291081443136,-0.0009625583290576963,-0.0008234292209133827,-0.013062480892619127,3520492,,1.3912910814431362e-06,7.932249203634109e-07
67800,2.557397413196063,2.637694073238578,0.6458703391362726,0.0001428464587027842,-0.000959939400190823,-0.0008170929414880388,-0.013257059063366845,3528856,,1.4284645870278421e-06,8.329040100174049e-07
68000,2.5343667207261267,2.6237118131654045,0.6788586034069218,0.00014935554780656015,-0.0009645926302720327,-0.0008152370824654725,-0.013396343437872073,3535604,,1.4935554780656015e-06,8.706169137372603e-07
68200,2.581118293099426,2.648915568245041,0.5954679208139199,0.00014146448113910862,-0.000955533853230883,-0.0008140693720917744,-0.01318120090410114,3543436,,1.414644811391086e-06,8.609416422602043e-07
68400,2.551406034781515,2.6226892036320963,0.6073103856586237,0.00014710390250420068,-0.0009610967886273994,-0.0008139928861231987,-0.013388764801428433,3550852,,1.471039025042007e-06,8.256127743192434e-07
68600,2.58149079805001,2.653294891183526,0.6130897480497609,0.00014721072594626005,-0.0009622541770848554,-0.0008150434511385953,-0.013502076674291437,3558716,,1.4721072594626005e-06,8.605599321762612e-07
68800,2.627402302737208,2.711381676832727,0.6695877366226641,0.00015087575039554206,-0.0009644261667090788,-0.0008135504163135367,-0.013952974289115527,3566494,,1.5087575039554205e-06,9.399494537449764e-07
69000,2.666422658217009,2.8701804992685553,1.062132904173689,0.00015260626538029663,-0.0009411295553703377,-0.000788523289990041,-0.014009120568224691,3572884,,1.5260626538029663e-06,8.036084363622503e-07
69200,2.8982820362230255,3.630106767823108,2.185780497740348,0.00015682882702278855,-0.0009408223343172127,-0.0007839935072944241,-0.014888568857569414,3579474,,1.5682882702278852e-06,8.560825619677583e-07
69400,3.069513117762534,4.688719724411539,3.5443168416451636,0.00015608759900169144,-0.0009380812706927832,-0.0007819936716910918,-0.015246415089813732,3587032,,1.5608759900169145e-06,8.688972777167486e-07
69600,3.2579022558751562,5.848109053165756,4.8565885546217356,0.00014556181890977937,-0.0009499866863169549,-0.0008044248674071755,-0.014683434863531896,3593660,,1.4556181890977937e-06,7.289693908987647e-07
69800,3.473065781645134,7.283375429121855,6.4019818586045405,0.00014414188897388704,-0.0009430011231012792,-0.0007988592341273922,-0.014563766634052231,3600690,,1.4414188897388707e-06,8.378690055037135e-07
70000,3.7536311429113813,8.970907378776571,8.147848332017094,0.0001353659268524712,-0.0009349153987795749,-0.0007995494719271037,-0.014596642300655896,3608378,,1.353659268524712e-06,7.817591359218583e-07
70200,3.974871289718464,10.870725477571103,10.117957829467633,0.00015277709442811224,-0.0009496863251825357,-0.0007969092307544234,-0.01523378004459207,3615104,,1.5277709442811225e-06,8.832095771668482e-07
70400,4.215061950367625,12.649056959689615,11.926101405070954,0.00014513159696926894,-0.0009479276243112873,-0.0008027960273420183,-0.014864410913274595,3623358,,1.4513159696926893e-06,8.393939952804754e-07
70600,4.544301238816233,14.783808205774383,14.068059969875565,0.0001494483426253383,-0.000938654136878663,-0.0007892057942533246,-0.014325225474124511,3629468,,1.494483426253383e-06,9.508695876823985e-07
70800,4.8686673704714165,16.831758787761178,16.112237024233554,0.00014278268849664245,-0.0009487708197181177,-0.0008059881312214753,-0.009478214834599338,3636192,,1.4278268849664248e-06,8.528026325355261e-07
71000,5.143373928560776,18.702155129405913,17.980998612851437,0.00015098043197144667,-0.0009466724221681779,-0.0007956919901967312,-0.012602650874644992,3643106,,1.5098043197144668e-06,7.76908428800647e-07
71200,5.473168451678825,20.88405551573,20.154111289849528,0.00015444868811065427,-0.0009429923747964874,-0.0007885436866858331,-0.008661388397888862,3649880,,1.5444868811065427e-06,9.134228204531157e-07
71400,5.7918433004094405,23.246944785274277,22.51388445011418,0.0001634598022705397,-0.0009281437761113733,-0.0007646839738408335,-0.010959753841232359,3655446,,1.6345980227053974e-06,9.837104241845366e-07
71600,6.094263662159627,25.70130548753396,24.968321012427406,0.00015966030927163735,-0.0009325609981961075,-0.0007729006889244702,-0.014629384726293692,3662718,,1.5966030927163738e-06,1.0038723751735015e-06
71800,6.42188286452135,27.811894897710694,27.060319995810712,0.00016320569503225078,-0.0009422331035988519,-0.0007790274085666012,-0.01037232107130981,3669096,,1.6320569503225077e-06,9.158763734815607e-07
72000,6.744029473048671,29.90399571767619,29.13360647687558,0.00016226607966053999,-0.000937551524133178,-0.000775285444472638,-0.009737437154096527,3675854,,1.6226607966054003e-06,8.438946279083479e-07
72200,7.049651390220015,31.9387120534083,31.150983016702664,0.00016140252666528557,-0.0009361898456528062,-0.0007747873189875206,-0.01360253175054439,3682240,,1.614025266652856e-06,8.570083912124335e-07
72400,7.28889489197218,33.66827825980797,32.86981856100882,0.00014389841273654226,-0.0009392229444006978,-0.0007953245316641555,-0.014490067317840447,3688722,,1.4389841273654225e-06,6.806062880396655e-07
72600,7.456935755946855,35.265442467748755,34.468036520489214,0.000141329164217871,-0.0009385560771828921,-0.0007972269129650211,-0.012149139109538534,3695600,,1.41329164217871e-06,7.743227128209795e-07
72800,7.615420999903704,36.75756521425413,35.96003286253185,0.00014603479323591935,-0.0009439118028530363,-0.000797877009617117,-0.013947366296468111,3702000,,1.4603479323591935e-06,8.126229437330936e-07
73000,7.893385524848929,38.506270877324916,37.68855743901625,0.00014445724801789283,-0.0009339029393254251,-0.0007894456913075322,-0.005623307278151872,3708568,,1.4445724801789285e-06,8.420613364792518e-07
73200,8.148671267659626,40.21121659506529,39.37691070445817,0.0001458150533166645,-0.0009296745361879612,-0.0007838594828712968,-0.007808041620381099,3715128,,1.458150533166645e-06,8.401301471345064e-07
73400,8.395702310158525,41.945535540640726,41.09671683371256,0.0001392592102164277,-0.0009396289572145866,-0.000800369746998159,-0.009424174870178157,3722446,,1.392592102164277e-06,8.283303885589561e-07
73600,8.556783473388014,43.446912313483885,42.59595809657427,0.00013689747929871216,-0.000952935039125767,-0.0008160375598270549,-0.020376590418435234,3729168,,1.3689747929871218e-06,8.836056831351549e-07
73800,8.693006405885505,45.24522460610166,44.40227459583373,0.0001368599014541964,-0.0009496739669257248,-0.0008128140654715284,-0.026077278583584364,3736874,,1.3685990145419638e-06,9.641851170567556e-07
74000,8.999956471048833,47.30510303801754,46.44107618215455,0.0001433846673106422,-0.0009463299092528732,-0.000802945241942231,-0.018713811953043114,3744612,,1.433846673106422e-06,9.877124005576928e-07
74200,9.346638108751517,49.712346863884896,48.82579018079729,0.00013950939248787546,-0.0009448547213305275,-0.0008053453288426521,-0.015614180577461438,3751458,,1.3950939248787545e-06,1.1310846830995584e-06
74400,9.68852151427805,52.38179328717907,51.47800325234196,0.00014882528089053284,-0.0009425187928722373,-0.0007936935119817045,-0.010855327564249638,3758068,,1.4882528089053284e-06,1.1715661731803553e-06
74600,10.108145901231232,55.389570791377125,54.4594338833264,0.00015622644357124135,-0.0009421079990756438,-0.0007858815555044025,-0.006612251411043909,3765150,,1.5622644357124137e-06,1.3074013050012108e-06
74800,10.416621593495309,58.429630524100695,57.49361458249817,0.0001552466275574976,-0.0009450725063317479,-0.0007898258787742503,-0.005028379977690044,3771324,,1.5524662755749758e-06,1.2253211286272014e-06
75000,10.879169309094266,61.62771290377481,60.65986047539308,0.00015462922317543583,-0.0009448227342823839,-0.0007901935111069481,-0.008420414444057377,3777788,,1.5462922317543582e-06,1.2511433866051386e-06
75200,11.288451871059456,64.86439184006116,63.87456601133009,0.00015409768462425275,-0.0009486152622811863,-0.0007945175776569336,0.001500783960116691,3784542,,1.540976846242528e-06,1.2289326435439677e-06
75400,11.779028904963567,68.01965008994554,66.99199412179533,0.00013951837192580587,-0.0009555789502938512,-0.0008160605783680454,-0.0023421967032065103,3791576,,1.3951837192580587e-06,1.0483312735056878e-06
75600,12.286985348188571,71.13271036061114,70.06348888187054,0.00014210608359086922,-0.0009408682324293689,-0.0007987621488384996,-0.008371954309589301,3798624,,1.4210608359086922e-06,1.0230282259253557e-06
75800,12.76369610116704,74.13337898085096,73.02633731028504,0.00014406960174459735,-0.0009350305528921298,-0.0007909609511475324,-0.002886455358690369,3805026,,1.4406960174459735e-06,1.027166222594169e-06
